id,person_id,role,character
ts21930,110613,ACTOR,Lupin Sansei (voice)
ts21930,11377,ACTOR,Ishikawa Goemon (voice)
ts21930,452,ACTOR,Mine Fujiko (voice)
ts21930,348,ACTOR,Daisuke Jigen (voice)
ts21930,22311,ACTOR,Zenigata (voice)
ts25177,28172,ACTOR,Amuro Ray (voice)
ts25177,97338,ACTOR,Char Aznable (voice)
ts25177,7423,ACTOR,Bright Noah (voice)
ts25177,97330,ACTOR,Mirai Yashima (voice)
ts25177,463033,ACTOR,Hayato Kobayashi (voice)
ts25177,22309,ACTOR,Kai Shiden (voice)
ts25177,97336,ACTOR,Frau Bow (voice)
ts25177,97337,ACTOR,Sayla Mass (voice)
ts25177,39712,ACTOR,Ryu Jose (voice)
ts25177,97332,ACTOR,Lalah Sune (voice)
ts25177,94678,ACTOR,Gihren Zabi (voice)
ts25177,21513,ACTOR,Kycilia Zabi (voice)
ts25177,61029,ACTOR,Dozle Zabi (voice)
ts25177,61037,ACTOR,Garma Zabi (voice)
ts25177,26770,ACTOR,Degwin Sodo Zabi (voice)
ts25177,97335,ACTOR,Ramba Ral (voice)
ts25177,97333,ACTOR,Matilda Ajan (voice)
ts25177,95739,ACTOR,M'Quve (voice)
ts25177,466832,ACTOR,Chiyo (voice)
ts25177,172948,ACTOR,Hamon Crowley (voice)
ts25177,104375,DIRECTOR,nan
ts35087,22304,ACTOR,Tetsuro Hoshino (voice)
ts35087,93575,ACTOR,Maetel (voice)
ts35087,95738,ACTOR,Narrator (voice)
ts35087,101140,ACTOR,Conductor (voice)
ts2846,39708,ACTOR,Ippei Mine
ts2846,113536,ACTOR,Professor Hamaguchi
ts2846,114131,ACTOR,Hiyoshi Gou
ts2846,89888,ACTOR,Zuhl
ts2846,508050,ACTOR,Megumi Oka
ts2846,203255,ACTOR,Prince Heinell
ts2846,21514,ACTOR,Daijiro Gou
ts2846,89888,ACTOR,General Oka
ts2846,85704,ACTOR,General Do Bergan
ts2846,26774,ACTOR,Emperor Zu Zanbajil
ts2846,114131,ACTOR,Katherine
ts2846,669052,ACTOR,Ken'ichi Gō
ts2846,669051,ACTOR,Zuhl
ts2846,669050,ACTOR,General Gurul
ts2846,39712,ACTOR,Jangal
ts2846,377,ACTOR,Professor Sakunji
ts2846,188196,ACTOR,nan
ts2846,377,ACTOR,Duke Zaki
ts2846,491443,ACTOR,Kentaro Go / Ragooru (voices)
ts32935,94767,ACTOR,Captain Harlock (voice)
ts32935,96400,ACTOR,Tadashi Daiba (voice)
ts32935,114131,ACTOR,Mime (voice)
ts32935,462345,ACTOR,Kay Yuki / Mayu Oyama (voice)
ts32935,219194,ACTOR,Lafresia (voice)
ts32935,89871,ACTOR,Dr. Zero / prime minister (voice)
ts32935,491444,ACTOR,Yattran (voice)
ts32935,132748,ACTOR,engr. Maji / Android (voice)
ts32935,174053,ACTOR,Masu (voice)
ts32935,107483,ACTOR,Cleo (voice)
ts32935,172948,ACTOR,Dines (voice)
ts32935,85701,ACTOR,Mitsuru Kiruta (voice)
ts32935,114132,ACTOR,Emiralda (voice)
ts32935,21513,ACTOR,Laura (voice)
ts32935,121741,ACTOR,Prof. Daiba (voice)
ts32935,466728,ACTOR,Josibel (voice)
ts32935,522674,ACTOR,Hiroko Daiba / Shizuka Namino (voice)
ts32935,495615,ACTOR,Tochiro Oyama (voice)
ts32935,42383,DIRECTOR,nan
ts32687,21513,ACTOR,Nils (voice)
ts32687,107154,ACTOR,Nils' Father (voice)
ts32687,89871,ACTOR,Ten (voice)
ts32687,93575,ACTOR,Nils' Mother (voice)
ts32687,121264,ACTOR,Carrot (voice)
ts32687,98479,ACTOR,Gunnar (voice)
ts32687,39710,ACTOR,Morton (voice)
ts32687,89896,ACTOR,nan
ts32687,107462,ACTOR,nan
ts32687,26773,ACTOR,Rosenbaum (voice)
ts32687,121262,ACTOR,Gacho (voice)
ts32687,121263,ACTOR,Ondori (voice)
ts32687,42381,ACTOR,Gusta (voice)
ts32687,121265,ACTOR,Ingrid (voice)
ts32687,95733,ACTOR,Dunfuin (voice)
ts32687,121266,ACTOR,Captain Akka (voice)
ts4889,98370,ACTOR,Little Prince (voice)
ts4889,449732,ACTOR,Narrator (voice)
ts4889,483823,ACTOR,Claude (voice)
ts4889,103289,ACTOR,Frank (voice)
ts4889,301904,DIRECTOR,nan
ts4889,452475,DIRECTOR,nan
ts18639,95739,ACTOR,Marin Reigan (voice)
ts18639,174945,ACTOR,Prof. Reigan (voice)
ts18639,85701,ACTOR,Theo Gattler (voice)
ts18639,97333,ACTOR,Aphrodia / Jamie Hoshino (voice)
ts18639,98479,ACTOR,Oliver Jack (voice)
ts18639,21514,ACTOR,Raita Ryu Hokuto (voice)
ts18639,381324,ACTOR,Hera Queenstein (voice)
ts18639,175284,ACTOR,Roy / John (voice)
ts18639,462153,ACTOR,Narrator (voice)
ts12564,1452467,ACTOR,Narrator
ts12564,1452466,ACTOR,Miss Nagisa (voice)
ts12564,1452465,ACTOR,Hiroshi Izumi (voice)
ts12564,1452469,ACTOR,Mao (voice)
ts12564,1452468,DIRECTOR,nan
ts20740,22304,ACTOR,Son Goku / Gohan / Goten
ts20740,22305,ACTOR,Vegeta
ts20740,22309,ACTOR,Piccolo
ts20740,22308,ACTOR,Krillin
ts20740,22306,ACTOR,Bulma / Bulla
ts20740,89870,ACTOR,Oolong
ts20740,22312,ACTOR,Freeza
ts20740,89871,ACTOR,Dr. Briefs
ts20740,42371,ACTOR,Videl
ts20740,30695,ACTOR,Puar
ts20740,7423,ACTOR,Tien Shinhan
ts20740,89874,ACTOR,Android 18
ts20740,42371,ACTOR,Pan
ts20740,89875,ACTOR,Mama
ts20740,489108,ACTOR,Chi-Chi
ts20740,89875,ACTOR,Chaozu
ts20740,28172,ACTOR,Yamcha
ts20740,89877,ACTOR,Marron
ts20740,21513,ACTOR,Lunch
ts20740,42381,ACTOR,Raditz
ts20740,89878,ACTOR,Kibit
ts20740,26773,ACTOR,Master Roshi
ts20740,89879,ACTOR,Majin Buu
ts20740,89880,ACTOR,Mr. Popo
ts20740,61034,ACTOR,Rō Kaiōshin
ts20740,61035,ACTOR,Dabura
ts20740,89883,ACTOR,Burter
ts20740,42381,ACTOR,Garlic Jr.
ts20740,89884,ACTOR,Jeice
ts20740,89885,ACTOR,Dodoria
ts20740,296669,ACTOR,Captain Ginyu
ts20740,60813,ACTOR,Zarbon
ts20740,39712,ACTOR,Nappa
ts20740,85704,ACTOR,Recoome
ts20740,402202,ACTOR,Marron
ts20740,89888,ACTOR,Master Roshi
ts20740,89889,ACTOR,Mama
ts20740,89890,ACTOR,Mama
ts20740,14001,ACTOR,Trunks
ts20740,14002,ACTOR,Android 16
ts20740,42359,ACTOR,Kami
ts20740,26770,ACTOR,Karin
ts20740,89891,ACTOR,Higashi no Kaio
ts20740,36377,ACTOR,Cell
ts20740,175284,ACTOR,East Kaioshin
ts20740,160558,ACTOR,Saichourou
ts20740,61029,ACTOR,Mr. Satan
ts20740,30695,ACTOR,Chi-Chi
ts20740,39707,ACTOR,West Kai
ts20740,11379,ACTOR,Tao Pai Pai
ts20740,61029,ACTOR,Vinegar
ts20740,89893,ACTOR,Dende
ts20740,89894,ACTOR,Spopovich
ts20740,42358,ACTOR,Uranai Baba
ts20740,22308,ACTOR,Uranai Baba
ts20740,61037,ACTOR,Nail
ts20740,89896,ACTOR,Annin
ts20740,85704,ACTOR,Shenron
ts20740,89897,ACTOR,Erasa
ts20740,89870,ACTOR,Karin
ts20740,89883,ACTOR,Tao Pai Pai
ts20740,89885,ACTOR,Android 19
ts20740,340443,ACTOR,Android 17 (voice)
ts21560,22304,ACTOR,Son Goku (voice)
ts21560,22308,ACTOR,Krillin (voice)
ts21560,22306,ACTOR,Bulma (voice)
ts21560,28172,ACTOR,Yamcha (voice)
ts21560,89870,ACTOR,Oolong (voice)
ts21560,30695,ACTOR,Puar (voice)
ts21560,21513,ACTOR,Lunch (voice)
ts21560,42381,ACTOR,Emperor Pilaf (voice)
ts21560,89871,ACTOR,Narrator (voice)
ts21560,11379,ACTOR,Tao Pai Pai (voice)
ts21560,7423,ACTOR,Tien Shinhan (voice)
ts21560,26773,ACTOR,Muten Roshi (voice)
ts21560,85704,ACTOR,Announcer (voice)
ts21560,42359,ACTOR,Piccolo Daimao (voice)
ts21560,22309,ACTOR,Piccolo Jr. (voice)
ts21560,21514,ACTOR,Shuu (voice)
ts21560,89875,ACTOR,Chaozu (voice)
ts21560,361369,ACTOR,Mai (voice)
ts14127,42359,ACTOR,Rihaku
ts14127,39709,ACTOR,Jagi
ts14127,95739,ACTOR,Rei
ts14127,135417,ACTOR,Dagarl
ts14127,94678,ACTOR,Souther
ts14127,30683,ACTOR,Toki
ts14127,96395,ACTOR,Yuria
ts14127,22309,ACTOR,Shin
ts14127,61029,ACTOR,Uighur
ts14127,228843,ACTOR,Mamiya
ts14127,86148,ACTOR,Tou
ts14127,85704,ACTOR,Raoh
ts14127,42381,ACTOR,nan
ts14127,96398,ACTOR,Bat
ts14127,89877,ACTOR,Lin
ts14127,241711,ACTOR,Airi
ts14127,50947,ACTOR,Rizo
ts14127,96400,ACTOR,Kenshiro
ts14127,96401,ACTOR,Abida
ts14127,61037,ACTOR,Shu
ts29377,502116,ACTOR,Juspion
ts29377,476456,ACTOR,Anri
ts29377,218251,ACTOR,Edin
ts29377,188293,ACTOR,Mad Galan
ts29377,166311,ACTOR,Boomerang
ts29377,470341,ACTOR,Professor Nambara
ts29377,39712,ACTOR,Satan Goss (voice / voz)
ts42463,58215,ACTOR,Yattarou
ts42463,7462,ACTOR,Pururun
ts42463,84492,ACTOR,Sukashii
ts42463,100118,ACTOR,Otama
ts42463,95732,ACTOR,Omitsu
ts42463,45308,ACTOR,Tokugawa Iei Iei
ts42463,104709,ACTOR,Usa-hima
ts42463,132748,ACTOR,Nekomata Reikainosuke
ts42463,476113,ACTOR,Okara
ts42463,95732,ACTOR,Itsumono Oya
ts42463,22305,ACTOR,Michael
ts42463,22306,ACTOR,Madonna
ts42463,60813,ACTOR,Prince
ts42463,96401,ACTOR,Kitsunezuka Ko'on-no-Kami
ts42463,89870,ACTOR,Karasu Gennarisai
ts42463,123804,ACTOR,Zankaa
ts42463,144071,ACTOR,Wokkaa
ts42463,135821,ACTOR,Rekkaa
ts42463,22311,ACTOR,Karamaru
ts42463,10931,ACTOR,Rikinoshin
ts42463,147664,ACTOR,nan
ts42463,116112,ACTOR,nan
ts42463,2822,ACTOR,nan
ts42463,295552,ACTOR,nan
ts42463,86172,ACTOR,nan
ts42463,45261,ACTOR,nan
ts42463,45259,ACTOR,nan
ts42463,25386,ACTOR,nan
ts42463,45265,ACTOR,nan
ts42463,74226,ACTOR,nan
ts46776,60635,ACTOR,LeCoultre Serpentine (voice)
ts46776,452,ACTOR,Tycho Science (voice)
ts46776,39332,ACTOR,Nono (voice)
ts46776,36372,ACTOR,Nigo (voice)
ts46776,39338,ACTOR,Admiral Dhorasoo (voice)
ts46776,96476,ACTOR,Piaget Serpentine (voice)
ts46776,85924,ACTOR,Casio Takashiro (voice)
ts46776,30771,ACTOR,Lal'C Melk Mark (voice)
ts46776,21511,ACTOR,Nicholsa Vacheron (voice)
ts46776,170280,DIRECTOR,nan
ts29400,22306,ACTOR,Madoka Ayukawa
ts29400,28172,ACTOR,Kyosuke Kasuga
ts29400,299957,ACTOR,Hikaru Hiyama
ts29400,476113,ACTOR,Kurumi Kasuga
ts29400,174424,ACTOR,Manami Kasuga
ts29400,107462,ACTOR,Takashi Kasuga
ts29400,268441,ACTOR,Seiji Komatsu
ts29400,132748,ACTOR,Jingoro
ts29400,89870,ACTOR,Kazuya Hatta
ts29400,123804,ACTOR,Mitsuru Hayakawa
ts29400,135417,ACTOR,Master
ts29400,144071,ACTOR,Yūsaku Hino
ts29400,332918,ACTOR,Ushiko
ts29400,61038,ACTOR,Umao
ts29400,462345,ACTOR,Hikaru's Mother
ts29400,135822,ACTOR,Yukari
ts29400,95739,ACTOR,Matsuda sensei
ts29400,132748,ACTOR,Kyosuke's Grandfather
ts29400,174528,ACTOR,Kyosuke's Grandmother
ts29400,87191,ACTOR,Kazuya Kasuga
ts29400,97332,ACTOR,Koto (ep 18)
ts29400,429808,DIRECTOR,nan
ts12311,97333,ACTOR,Hitomi Kisugi
ts12311,228843,ACTOR,Rui Kisugi
ts12311,87191,ACTOR,Ai Kisugi
ts12311,39710,ACTOR,Toshio Utsumi
ts12311,377,ACTOR,Sadatsugu Nagaishi
ts80937,491151,ACTOR,Narrator
ts80937,97336,ACTOR,Rachel
ts80937,86777,ACTOR,Melinda Hearst
ts80937,173275,ACTOR,Taisô Nonomura
ts80937,21514,ACTOR,Dog McCoy
ts80937,98479,ACTOR,Max
ts80937,502109,ACTOR,Shun Nonomura
ts80937,97338,ACTOR,Alex Riger
ts80937,36705,DIRECTOR,nan
ts12843,94767,ACTOR,Captain Harlock (voice)
ts12843,107462,ACTOR,Tochirō Ōyama (voice)
ts12843,99775,ACTOR,Kei Yûki (voice)
ts12843,170182,ACTOR,Emeraldas (voice)
ts12843,96395,ACTOR,La Mîmé (voice)
ts12843,116199,ACTOR,Tadashi Monono
ts12843,22306,ACTOR,Rebi (voice)
ts12843,175482,ACTOR,Capitan Bentselle (voice)
ts12843,89871,ACTOR,Dr. Ban (voice)
ts12843,103460,ACTOR,nan
ts12843,21515,ACTOR,Tori-san (voice)
ts12843,160558,ACTOR,Krugle (voice)
ts12843,513897,ACTOR,Le père de Lydia (voix VF)
ts12843,699392,ACTOR,La Déesse dorée (voix VF)
ts12843,492836,ACTOR,Golden Goddess (voice)
ts12843,75871,ACTOR,Albator (voix VF)
ts12843,53113,ACTOR,Alfred (voix VF)
ts56937,39709,ACTOR,Boehm (voice)
ts56937,501903,ACTOR,Jeff (voice)
ts56937,30680,ACTOR,Lady Lynx (voice)
ts56937,97338,ACTOR,Rod Balboa (voice)
ts56937,160558,ACTOR,Heckel (voice)
ts56937,22308,ACTOR,Yuu Tagami (voice)
ts56937,315339,ACTOR,Doris Wave (voice)
ts56937,507562,ACTOR,Captain (voice)
ts56937,495615,ACTOR,Tom Wave (voice)
ts56937,652430,DIRECTOR,nan
ts56937,234361,DIRECTOR,nan
ts66982,107482,ACTOR,Sabalas (voice)
ts66982,95739,ACTOR,Leonardo Medici Bundle (voice)
ts66982,61029,ACTOR,Commander Kernagul (voice)
ts66982,724490,ACTOR,Suegni Cuttnal (voice)
ts66982,7423,ACTOR,Shingo Hojoh (voice)
ts66982,21513,ACTOR,Remy Shimada (voice)
ts66982,937556,ACTOR,Kenta Sanada (voice)
ts66982,98479,ACTOR,Killy Gagler (voice)
ts66982,44255,ACTOR,President Santos (voice)
ts66982,116199,ACTOR,OVA (voice)
ts66982,28178,DIRECTOR,nan
ts68963,114132,ACTOR,Machiko
ts28402,39710,ACTOR,nan
ts28402,30685,ACTOR,nan
ts28402,16851,ACTOR,nan
ts28402,364749,ACTOR,nan
ts88585,376722,ACTOR,Protagonist
ts88585,101141,ACTOR,Granny
ts88585,95733,ACTOR,Daughter / Small Mecha
ts88585,107462,ACTOR,Sankichi
ts88585,96955,ACTOR,Yayoi
ts88585,115938,ACTOR,Fukusuke
ts88585,95739,ACTOR,Denjirō
ts88585,89880,ACTOR,Daimaru
ts88585,491389,ACTOR,John Jack Vorkarson III
ts88585,64552,DIRECTOR,nan
ts88585,161834,DIRECTOR,nan
ts40897,596311,ACTOR,Isamu Napoto (voice)
ts40897,493638,ACTOR,Karim Atlas (voice)
ts40897,173785,ACTOR,Lisa Achika (voice)
ts40897,89870,ACTOR,Kurt Buster (voice)
ts40897,7423,ACTOR,Domson (voice)
ts40897,57416,ACTOR,Christo (voice)
ts40897,100921,ACTOR,Zeku Alba (voice)
ts40897,2048773,ACTOR,"Meria, Nekoban (voice)"
ts40897,89870,ACTOR,"Michie, Oldon (voice)"
ts40897,596168,ACTOR,Pike (voice)
ts40897,135405,ACTOR,Layla (voice)
ts40897,1408769,ACTOR,Ross Cogaro (voice)
ts40897,135820,ACTOR,Emperor Garadain (voice)
ts18589,58718,ACTOR,Shinobu Fujiwara
ts18589,96395,ACTOR,Sara Yuki
ts18589,95739,ACTOR,Ryo Shiba
ts18589,36377,ACTOR,Shapiro Keats
ts18589,169378,ACTOR,Laura Sullivan
ts18589,42360,ACTOR,Ross Igor
ts18589,100124,ACTOR,Professor Kotaru Hazuki
ts18589,98479,ACTOR,Alan Igor
ts18589,502638,ACTOR,Emperor Muge Zorbados
ts18589,135417,ACTOR,Death Gaia
ts18589,160558,ACTOR,Gildorome
ts18589,174950,ACTOR,Helmut
ts18589,132745,ACTOR,Luna Rossa
ts18589,340443,ACTOR,Masato Shikibu (voice)
ts22544,26769,ACTOR,Gasshu (voice)
ts22544,97336,ACTOR,Roze (voice)
ts22544,7423,ACTOR,Naoto Ijuuin (voice)
ts22544,132751,ACTOR,Akira Kiso (voice)
ts22544,175284,ACTOR,Margu (voice)
ts22544,491443,ACTOR,Mars/Takeru Myoujin (voice)
ts22544,361369,ACTOR,Namida (voice)
ts22544,100124,ACTOR,Kenji Asuka (voice)
ts22544,132695,ACTOR,Choukan Otsuka (voice)
ts22544,95733,ACTOR,Rui (voice)
ts22544,86777,ACTOR,Flore (voice)
ts22544,89890,ACTOR,Mika Hyuga (voice)
ts22544,132748,ACTOR,Kacchi (voice)
ts20339,22308,ACTOR,Monkey D. Luffy (voice)
ts20339,36373,ACTOR,Roronoa Zoro (voice)
ts20339,58214,ACTOR,Nami (voice)
ts20339,58215,ACTOR,Usopp (voice)
ts20339,60138,ACTOR,Vinsmoke Sanji (voice)
ts20339,177866,ACTOR,Nico Robin (voice)
ts20339,28164,ACTOR,Tony Tony Chopper (voice)
ts20339,58718,ACTOR,Franky (voice)
ts20339,45306,ACTOR,Brook (voice)
ts20339,317973,ACTOR,Jinbe (voice)
ts20339,21514,ACTOR,Kaido (voice)
ts34435,22311,ACTOR,Spike Spiegel / Ein (voice)
ts34435,28180,ACTOR,Jet Black (voice)
ts34435,28166,ACTOR,Faye Valentine (voice)
ts34435,93017,ACTOR,Edward Wong Hau Pepelu Tivruski IV (voice)
ts724,291731,ACTOR,Haruko Haruhara (voice)
ts724,72233,ACTOR,Kana Koumoto (voice)
ts724,264676,ACTOR,Tomomi Nabeta (Pets) (voice)
ts724,101062,ACTOR,Man Motoyama (Mossan) (voice)
ts724,253790,ACTOR,Hijiri Yajima (voice)
ts724,382,ACTOR,Kan Sudo (voice)
ts724,157501,ACTOR,Mon Sasaki (voice)
ts724,968953,ACTOR,Ben Sota (voice)
ts724,61037,ACTOR,Dennis Yoga (voice)
ts724,213228,ACTOR,Maki Kitaki (voice)
ts724,94626,ACTOR,Tsukata Kanda (voice)
ts724,990503,ACTOR,Bunta Koumoto (voice)
ts724,89874,ACTOR,Shizuka Koumoto (voice)
ts28078,21512,ACTOR,Yūsuke Urameshi (voice)
ts28078,42381,ACTOR,Kazuma Kuwabara (voice)
ts28078,340,ACTOR,Kurama/Shūichi Minamino (voice)
ts28078,7440,ACTOR,Hiei (voice)
ts28078,144069,ACTOR,Keiko Yukimura (voice)
ts28078,94670,ACTOR,Genkai (voice)
ts28078,22308,ACTOR,Koenma (voice)
ts28078,7462,ACTOR,Shizuru Kuwabara (voice)
ts28078,60636,DIRECTOR,nan
ts29358,84496,ACTOR,Satsuki Miyanoshita (voice)
ts29358,92708,ACTOR,Kayako Miyanoshita (voice)
ts29358,88346,ACTOR,Momoko Koigakubo (voice)
ts29358,35162,ACTOR,Keiichirou Miyanoshita (voice)
ts29358,114385,ACTOR,Reo Kakinoki (voice)
ts29358,39337,ACTOR,Hajime Aoyama (voice)
ts29358,22312,ACTOR,Amanojaku (voice)
ts29358,347389,ACTOR,Reiichirou Miyanoshita (voice)
ts29358,60772,ACTOR,Hanako (voice)
ts29358,35983,ACTOR,Tomomi Takahashi (voice)
ts29358,95733,ACTOR,Hajime's Mother (voice)
ts29358,88338,ACTOR,Satsuki's Grandfather (voice)
ts29358,102923,ACTOR,Taxi Driver's Ghost (voice)
ts29358,3976,ACTOR,Kasumi (voice)
ts29358,94626,ACTOR,Sakata-sensei (voice)
ts25252,340,ACTOR,Yugi Mutou
ts25252,30768,ACTOR,Katsuya Jonouchi
ts25252,14002,ACTOR,Seto Kaiba
ts25252,30775,ACTOR,Anzu Mazaki
ts25252,123541,ACTOR,Hiroto Honda
ts25252,97925,ACTOR,Ryo Bakura
ts25252,95739,ACTOR,Shadi
ts25252,115938,ACTOR,Mokuba Kaiba
ts25252,461,ACTOR,Miho Nosaka
ts25252,42359,ACTOR,Sugoroku Mutou
ts25252,39333,ACTOR,Shizuka Kawai
ts25252,407872,ACTOR,Ryuji Otogi
ts21034,58215,ACTOR,InuYasha (voice)
ts21034,434,ACTOR,Kagome Higurashi (voice)
ts21034,115792,DIRECTOR,nan
ts21034,200167,DIRECTOR,nan
ts28998,123602,ACTOR,Relena Darlian (voice)
ts28998,61030,ACTOR,Duo Maxwell (voice)
ts28998,14002,ACTOR,Heero Yuy (voice)
ts28998,7462,ACTOR,Quatre Raberba Winner (voice)
ts28998,298163,ACTOR,Chang Wufei (voice)
ts28998,84497,ACTOR,Zechs Merquise (voice)
ts28998,123541,ACTOR,Treize Khushrenada (voice)
ts28998,96955,ACTOR,Lucrezia Noin (voice)
ts28998,94770,ACTOR,Lady Une (voice)
ts28998,247317,ACTOR,Catherine Bloom (voice)
ts28998,93574,ACTOR,Sally Po (voice)
ts28998,447481,ACTOR,Hilde Schbeiker (voice)
ts28998,99402,ACTOR,Dorothy Catalonia (voice)
ts28998,423529,ACTOR,Duke Dermail (voice)
ts28998,311531,ACTOR,Howard (voice)
ts28998,177296,ACTOR,Doctor J (voice)
ts28998,203255,ACTOR,Quinze (voice)
ts28998,348,ACTOR,Darlian (voice)
ts28998,340443,ACTOR,Trowa Barton (voice)
ts28998,311533,DIRECTOR,nan
ts28998,200167,DIRECTOR,nan
ts34554,171239,ACTOR,Kenshin Himura (voice)
ts34554,86261,ACTOR,Kaoru Kamiya (voice)
ts34554,99015,ACTOR,Yahiko Myoujin (voice)
ts34554,28163,ACTOR,Sanosuke Sagara (voice)
ts34554,86148,ACTOR,Megumi Takani (voice)
ts34554,1235115,ACTOR,Makimachi Misao (voice)
ts34554,7423,ACTOR,Hajime Saitô (voice)
ts34554,35985,ACTOR,Seta Soziro (voice)
ts34554,132751,ACTOR,Gensai (voice)
ts10145,35988,ACTOR,Conan Edogawa (voice)
ts10145,58215,ACTOR,Shinichi Kudo (voice)
ts10145,103512,ACTOR,Ran Mori (voice)
ts10145,96400,ACTOR,Kogoro Mori (voice)
ts10145,10894,ACTOR,Kogoro Mori (voice)
ts10145,28166,ACTOR,Ai Haibara (voice)
ts10145,132748,ACTOR,Hiroshi Agasa (voice)
ts10145,160091,ACTOR,Ayumi Yoshida (voice)
ts10145,123493,ACTOR,Genta Kojima (voice)
ts10145,28164,ACTOR,Mitsuhiko Tsuburaya (voice)
ts10145,97729,ACTOR,Juzo Megure (voice)
ts28125,10894,ACTOR,Mamoru Takamura
ts28125,106277,ACTOR,Ippo Makunouchi
ts28125,123493,ACTOR,Masaru Aoki
ts28125,136,ACTOR,Tatsuya Kimura
ts28125,89894,ACTOR,Iwao Shimabukuro
ts28125,84492,ACTOR,Ralph Anderson
ts28125,127119,ACTOR,David Eagle
ts28125,962399,ACTOR,Ryuhei Sawamura
ts4242,22304,ACTOR,Son Gohan / Son Goku / Son Goten (voices)
ts4242,42371,ACTOR,Pan / Videl (voice)
ts4242,14001,ACTOR,Trunks (voice)
ts4242,39707,ACTOR,Son Para / Sūgorō (voices)
ts4242,99469,ACTOR,Oob (voice)
ts4242,22305,ACTOR,Vegeta (voice)
ts4242,22309,ACTOR,Piccolo (voice)
ts4242,89874,ACTOR,Cyborg #18 (voice)
ts4242,22306,ACTOR,Bulma / Bra (voice)
ts4242,61029,ACTOR,Blake Smoke Dragon/Enma-Daiō/Gyūmaō/Mr. Satan/Umigame (voices)
ts4242,89871,ACTOR,King/Narrator/North Kaiō (voices)
ts4242,22308,ACTOR,Kuririn (voice)
ts4242,454262,DIRECTOR,nan
ts4242,345475,DIRECTOR,nan
ts26215,28176,ACTOR,Stalker (voice)
ts26215,103777,ACTOR,Dr. Mikamura (voice)
ts26215,88337,ACTOR,Ulube Ishikawa (voice)
ts26215,462,ACTOR,Domon Kasshu (voice)
ts26215,144069,ACTOR,Rain Mikamura (voice)
ts26215,88323,ACTOR,Chibodee Crocket (voice)
ts26215,58215,ACTOR,Sai Saici (voice)
ts26215,85924,ACTOR,George de Sand (voice)
ts26215,11412,ACTOR,Argo Gulskii (voice)
ts26215,28176,ACTOR,Master Asia (voice)
ts26215,296669,ACTOR,Schwarz Bruder (voice)
ts26215,449776,ACTOR,Allenby Beardsley (voice)
ts26215,479546,ACTOR,Wong Yunfat (voice)
ts26215,453809,DIRECTOR,nan
ts21278,84496,ACTOR,Utena Tenjou (voice)
ts21278,104707,ACTOR,Anthy Himemiya (voice)
ts21278,84497,ACTOR,Touga Kiryuu (voice)
ts21278,14001,ACTOR,Kyouichi Saionji (voice)
ts21278,92708,ACTOR,Juri Arisugawa (voice)
ts21278,11413,ACTOR,Miki Kaoru (voice)
ts21278,174529,ACTOR,Nanami Kiryuu (voice)
ts21278,84492,ACTOR,Akio Ohtori (voice)
ts21278,14002,ACTOR,Souji Mikage (voice)
ts21278,21512,ACTOR,Ruka Tsuchiya (voice)
ts21278,99017,ACTOR,Wakaba Shinohara (voice)
ts21278,7462,ACTOR,Kanae Ohtori (voice)
ts21278,476113,ACTOR,Kozue Kaoru (voice)
ts21278,104708,ACTOR,Shiori Takatsuki (voice)
ts21278,123602,ACTOR,Mitsuru Tsuwabuki (voice)
ts21278,103291,ACTOR,Keiko Sonoda (voice)
ts21278,123541,ACTOR,Tatsuya Kazami (voice)
ts21278,35985,ACTOR,Tokiko Chida (voice)
ts21278,104709,ACTOR,Mamiya Chida (voice)
ts21278,89893,ACTOR,Dios (voice)
ts21278,100118,ACTOR,Chu Chu (voice)
ts21278,28174,ACTOR,Mari Hozumi (voice)
ts21278,3976,ACTOR,Aiko Wakiya (voice)
ts21278,160548,ACTOR,Yuuko Ohse (voice)
ts21278,58215,ACTOR,Shiori's boyfriend (voice)
ts21278,85709,ACTOR,Tanaka (voice)
ts21278,145382,ACTOR,Yamada (voice)
ts21278,112374,ACTOR,Suzuki (voice)
ts21278,445170,DIRECTOR,nan
ts30730,144071,ACTOR,Tenchi Masaki (voice)
ts30730,7462,ACTOR,Ryoko (voice)
ts30730,96955,ACTOR,Sasami(Voice)
ts22286,104071,ACTOR,Sakura Kinomoto (voice)
ts22286,94454,ACTOR,Tomoyo Daidouji (voice)
ts22286,11396,ACTOR,Syaoran Li (voice)
ts22286,11413,ACTOR,Kerberos (voice)
ts22286,11398,ACTOR,Naoko Yanagisawa (voice)
ts22286,98479,ACTOR,Fujitaka Kinomoto (voice)
ts22286,40662,ACTOR,Kerberos(big) (voice)
ts22286,340,ACTOR,Yukito Tsukishiro (voice)
ts22286,462,ACTOR,Touya Kinomoto (voice)
ts22286,461,ACTOR,Meiling Li (voice)
ts22286,84496,ACTOR,Rika Sasaki (voice)
ts22286,21512,ACTOR,Eriol Hiiragizawa (voice)
ts28824,1155851,ACTOR,William F. Guile / Zangief / The Crimson Crawdad
ts28824,47587,ACTOR,"M. Bison, Mike Haggar"
ts28824,38850,ACTOR,Cammy White
ts28824,2517,ACTOR,"E. Honda / T. Hawk / Vega, Balrog / Birdie / Fei Long / Dee Jay"
ts28824,34965,ACTOR,Sawada / Cody Travers / Thrasher / El Gado
ts28824,592190,ACTOR,Chun-Li Xiang / Jessica Haggar
ts28824,96985,ACTOR,Escher
