id,person_id,role,character
ts221300,730148,ACTOR,Mogami Suzuran (voice)
ts221300,35986,ACTOR,Cerberus (voice)
ts221300,94292,ACTOR,Tsukimiya Utsugi (voice)
ts221300,416,ACTOR,Kimiya Hibiki (voice)
ts221300,143,ACTOR,Mogami Kimikage (voice)
ts221300,57656,ACTOR,Tokimune Shikimi (voice)
ts221300,157494,ACTOR,Aitsu (voice)
ts221300,7084,ACTOR,Head teacher (voice)
ts221300,11176,ACTOR,Chikako (voice)
ts221300,157027,ACTOR,Gorio (voice)
ts222695,92457,ACTOR,Rin Shima (voice)
ts222695,235437,ACTOR,Nadeshiko Kagamihara (voice)
ts222695,59886,ACTOR,Aoi Inuyama (voice)
ts222695,204,ACTOR,Ena Saitō (voice)
ts222695,97891,ACTOR,Chiaki Ōgaki (voice)
ts222695,348,ACTOR,Narrator (narrador) / Rin's Grandfather (voice)
ts86181,4278,ACTOR,Ex
ts86181,137,ACTOR,Akazukin
ts86181,35990,ACTOR,Reina/ Cinderella
ts86181,97893,ACTOR,Curly
ts86181,123,ACTOR,Loki
ts86181,3737,ACTOR,Robin Hood
ts86181,1178121,ACTOR,Alice/Shane
ts86181,396,ACTOR,Shirayuki Hime
ts86181,100886,ACTOR,Tao
ts86181,305583,DIRECTOR,nan
ts84635,1114665,ACTOR,Yukiya (voice)
ts84635,695659,ACTOR,Haruka (voice)
ts223648,2145806,ACTOR,nan
ts223648,1458442,ACTOR,沢泉ちゆ／キュアフォンテーヌ
ts223648,1161793,ACTOR,平光ひなた／キュアスパークル
ts223648,249758,ACTOR,風鈴アスミ／キュアアース
ts223648,235437,ACTOR,nan
ts223648,58716,ACTOR,nan
ts223648,1198148,ACTOR,nan
ts223648,650768,ACTOR,nan
ts223648,113321,ACTOR,nan
ts223648,258662,ACTOR,nan
ts223648,271005,ACTOR,nan
ts223648,30775,ACTOR,nan
ts223648,396,ACTOR,花寺のどか／キュアグレース
ts223648,97287,ACTOR,nan
ts223648,450,ACTOR,nan
ts223648,126908,ACTOR,nan
ts223648,1177375,ACTOR,nan
ts223648,240158,ACTOR,nan
ts223648,183733,ACTOR,nan
ts223648,35876,ACTOR,nan
ts223648,322008,ACTOR,nan
ts223648,97333,ACTOR,nan
ts223648,804622,ACTOR,nan
ts223648,101062,ACTOR,nan
ts223648,39335,ACTOR,nan
ts223648,100591,ACTOR,nan
ts223648,916482,ACTOR,nan
ts223648,715198,ACTOR,nan
ts223648,97890,ACTOR,nan
ts223648,271004,ACTOR,nan
ts223648,873052,ACTOR,nan
ts223648,229792,ACTOR,nan
ts223648,351048,ACTOR,nan
ts223648,873159,ACTOR,nan
ts223648,104093,ACTOR,nan
ts223648,1158869,ACTOR,nan
ts223648,874246,ACTOR,nan
ts223648,1862510,ACTOR,nan
ts223648,100592,ACTOR,nan
ts223648,39910,ACTOR,nan
ts223648,12405,ACTOR,nan
ts223648,1183470,ACTOR,nan
ts223648,127039,ACTOR,nan
ts223648,711981,ACTOR,nan
ts223648,1260709,ACTOR,nan
ts223648,160121,ACTOR,nan
ts223648,97178,ACTOR,nan
ts223648,104098,ACTOR,nan
ts223648,42363,ACTOR,nan
ts223648,4278,ACTOR,nan
ts223648,1087347,ACTOR,nan
ts223648,254384,ACTOR,nan
ts223648,105263,ACTOR,nan
ts223648,940687,ACTOR,nan
ts223648,943150,ACTOR,nan
ts223648,1807176,DIRECTOR,nan
ts88987,1206964,ACTOR,Nozaki Yuuki
ts88987,1206983,ACTOR,Kurashiki Maiko
ts88987,789335,ACTOR,Shinonome Ryou
ts88987,235437,ACTOR,Ukita Akane
ts88987,882138,ACTOR,Asada Aoi
ts88987,673627,ACTOR,Hase Maria
ts88987,291814,ACTOR,Iwaki Yoshimi
ts88987,188295,ACTOR,Kakehashi Momoko
ts88987,263218,ACTOR,Arihara Tsubasa
ts88987,603020,ACTOR,Kawakita Tomoe
ts216452,140,ACTOR,Mitsugu Bamba (voice)
ts216452,57865,ACTOR,Mai Vlad Transylvania (voice)
ts216452,388,ACTOR,Chihiro Chimatsuri (voice)
ts216452,130,ACTOR,Nami Unten (voice)
ts216452,375,ACTOR,Maki Watabe (voice)
ts216452,916480,ACTOR,Kaouru Konno (voice)
ts216452,3590,ACTOR,Jinko Sumida (voice)
ts216452,36375,ACTOR,Masumi Katsuno (voice)
ts216452,90689,ACTOR,Okada (voice)
ts216452,851892,ACTOR,Kambara (voice)
ts216452,592425,ACTOR,Horita (voice)
ts216452,126743,ACTOR,Mai's dad (voice)
ts216452,60773,ACTOR,Mitsugu's pops (voice)
ts88341,1080214,ACTOR,Auto Cleaner Machi
ts88341,97298,ACTOR,Keppeki Sweeper Chrina
ts88341,208,ACTOR,Chrome Monochrome
ts88341,35982,ACTOR,Ajust Lench
ts88341,97889,ACTOR,Karabina Fix
ts88341,271003,ACTOR,Wired Fix
ts215898,1161793,ACTOR,ぴりからこちゃん
ts215898,132748,ACTOR,ソウスケおじさん
ts215898,97729,ACTOR,もつ鍋おやじ
ts217603,305162,ACTOR,Null (voice)
ts217603,35990,ACTOR,Peta (voice)
ts217603,729755,DIRECTOR,nan
ts218633,11175,ACTOR,Momo Hanasaki (voice)
ts218633,100745,ACTOR,Beh Kawara (voice)
ts218633,789358,ACTOR,Tora Kiso (voice)
ts218633,275,ACTOR,Bull Kuramochi (voice)
ts218633,97304,ACTOR,Kuro Mikawa (voice)
ts218633,5174,ACTOR,Gon Noda (voice)
ts218633,11283,ACTOR,Nora (voice)
ts218633,115686,ACTOR,Tama Okamoto (voice)
ts218633,40659,ACTOR,Koma Oketani (voice)
ts218633,47019,ACTOR,Pochi Yamada (voice)
ts89211,1661486,ACTOR,Rindou (voice)
ts89211,374784,ACTOR,Nona (voice)
ts89211,105263,ACTOR,Belenore (voice)
ts89211,97298,ACTOR,Subaru Amanohara (voice)
ts89211,30768,ACTOR,Ozma (voice)
ts89211,157548,ACTOR,Seijirou Kanmuri (voice)
ts89211,655263,ACTOR,Mikoto Bouida (voice)
ts89211,100897,ACTOR,Kusabi (voice)
ts89211,5174,ACTOR,Haruto Bouida (voice)
ts89211,1204728,ACTOR,Ruu Hitoma (voice)
ts84653,1890559,ACTOR,榊亜矢香
ts84653,276,ACTOR,イリーナ・レスコヴァ
ts84653,35875,ACTOR,二条院薫子
ts84653,103556,ACTOR,町屋結衣奈
ts84653,97894,ACTOR,江戸川橋美智
ts84653,816807,ACTOR,千住南海
ts84653,11176,ACTOR,舞子ちまり
ts84653,104825,ACTOR,浅木泉水
ts84992,235437,ACTOR,Yuuki Soleil
ts84992,130,ACTOR,Stella Shining
ts84992,85352,ACTOR,Joshua Ingram
ts84992,4607,ACTOR,Leila Etoile
ts84992,86003,ACTOR,Harold Miller
ts84992,123541,ACTOR,Izana Langford
ts84992,297191,ACTOR,Yuni Vanquish
ts84992,291729,ACTOR,Rune Vanquish
ts86184,100744,ACTOR,Seira
ts86184,207,ACTOR,Mei
ts86184,206,ACTOR,Fai
ts86184,871420,ACTOR,Yuuria Shardette
ts86184,85459,ACTOR,Mao
ts86184,253795,ACTOR,Lorna-hime
ts223253,603022,ACTOR,Mao
ts223253,208,ACTOR,Meili
ts223253,291729,ACTOR,Lan Fei Hong
ts223253,35875,ACTOR,Zhi Lao
ts223253,85543,ACTOR,Xi Er
ts223253,249,ACTOR,Li Wen
ts236400,305162,ACTOR,Special Week (voice)
ts236400,270999,ACTOR,Seiun Sky (voice)
ts236400,1206983,ACTOR,King Halo (voice)
ts236400,104098,ACTOR,Grass Wonder (voice)
ts236400,669211,ACTOR,El Condor Pasa (voice)
ts268585,1680461,ACTOR,Marius (voice)
ts268585,1680460,ACTOR,Mina (voice)
ts268585,1680463,ACTOR,Louise (voice)
ts268585,1680464,ACTOR,Lilia (voice)
ts268585,1680462,ACTOR,Lidays (voice)
ts268585,1680459,ACTOR,the Dark God (voice)
ts268585,1680458,ACTOR,Purios (voice)
ts268585,1680457,ACTOR,Mochi Usagi (voice)
ts268585,374784,ACTOR,Mary (voice)
ts268585,1637874,ACTOR,the King (voice)
ts86178,1023796,ACTOR,Junpei Shiroyama
ts86178,457324,ACTOR,Ryuusei Midorigaoka
ts86178,1023790,ACTOR,Yurio Mizukami
ts86178,789356,ACTOR,Soushi Momoya
ts86178,278311,ACTOR,Tsuyoshi Kikawada
ts236963,1610773,ACTOR,Rinku Aimoto (voice)
ts236963,1610800,ACTOR,Maho Akashi (voice)
ts236963,1280690,ACTOR,Muni Ohnaruto (voice)
ts236963,1205621,ACTOR,Rei Togetsu (voice)
ts236963,815133,ACTOR,Kyoko Yamate (voice)
ts236963,291812,ACTOR,Shinobu Inuyose (voice)
ts236963,1050333,ACTOR,Jennifer Yuka Sasago (voice)
ts236963,1599736,ACTOR,Esora Shimizu (voice)
ts236963,1228230,ACTOR,Saki Izumo (voice)
ts236963,1291728,ACTOR,Ibuki Nijima (voice)
ts236963,1050329,ACTOR,Towa Hanamaki (voice)
ts236963,1050328,ACTOR,Noa Fukushima (voice)
ts236963,389,ACTOR,Airi Amano (voice)
ts236963,1099896,ACTOR,Shano Himegami (voice)
ts236963,28172,ACTOR,Ryūjin Kofune (voice)
ts236963,916478,ACTOR,Misamisa (voice)
ts236963,123545,DIRECTOR,nan
ts250796,1591091,ACTOR,Shirogane (voice)
ts250796,94527,ACTOR,Kiko (voice)
ts250796,156370,ACTOR,Ran (voice)
ts250796,916482,ACTOR,Iyo (voice)
ts250796,97893,ACTOR,Suzushiro (voice)
ts250796,103486,ACTOR,Riiko (voice)
ts250796,916887,ACTOR,Kakaa (voice)
ts250796,1234780,ACTOR,Suika (voice)
ts250796,40659,ACTOR,Kurenai (voice)
ts283022,100886,ACTOR,Loid Forger (voice)
ts283022,325404,ACTOR,Anya Forger (voice)
ts283022,130,ACTOR,Yor Forger (voice)
ts283022,85709,ACTOR,Franky Franklin (voice)
ts283022,142,ACTOR,Sylvia Sherwood (voice)
ts283022,43856,ACTOR,Henry Henderson (voice)
ts283022,39910,ACTOR,Narrator (voice)
ts86068,32355,ACTOR,Elle (voice)
ts86068,2638,ACTOR,Joseph (voice)
ts86068,1701,ACTOR,Niander Wallace Jr. (voice)
ts86068,47522,ACTOR,Officer Alani Davis (voice)
ts265144,1865394,ACTOR,Bojji (voice)
ts265144,99813,ACTOR,Kage (voice)
ts265144,11283,ACTOR,Daida (voice)
ts265144,100886,ACTOR,Domas (voice)
ts265144,39913,ACTOR,Bebin (voice)
ts265144,96460,ACTOR,Hokuro (voice)
ts286543,1393003,ACTOR,Wakana Gojo (voice)
ts286543,1087620,ACTOR,Marin Kitagawa (voice)
ts286543,325404,ACTOR,Sajuna Inui (voice)
ts286543,1775816,ACTOR,Shinju Inui (voice)
ts286543,104121,ACTOR,Kaoru Gojo (voice)
ts227439,182330,ACTOR,Shinei 'Shin' Nouzen (voice)
ts227439,940581,ACTOR,Vladilena 'Lena' Milizé (voice)
ts227439,730209,ACTOR,Raiden Shuga (voice)
ts227439,603022,ACTOR,Theoto Rikka (voice)
ts227439,130,ACTOR,Anju Emma (voice)
ts227439,1023614,ACTOR,Kurena Kukumila (voice)
ts249912,1408663,ACTOR,Takemichi Hanagaki (voice)
ts249912,305162,ACTOR,Hinata Tachibana (voice)
ts249912,4278,ACTOR,Naoto Tachibana (voice)
ts249912,578348,ACTOR,"Manjiro ""Mikey"" Sano (voice)"
ts249912,85458,ACTOR,"Ken ""Doraken""  Ryuguji (voice)"
ts249912,1612284,ACTOR,Ryohei Hayashi (voice)
ts249912,157548,ACTOR,Nahoya Kawata (voice)
ts249912,132,ACTOR,Yasuhiro Muto (voice)
ts249912,1177375,ACTOR,Nobutaka Osanai (voice)
ts249912,85352,ACTOR,Takashi Mitsuya (voice)
ts249912,30774,ACTOR,Tetta Kisaki (voice)
ts249912,100886,ACTOR,Shuji Hanma (voice)
ts249912,88343,ACTOR,Atsushi Sendo (voice)
ts249912,264492,ACTOR,Takuya Yamamoto (voice)
ts249912,97892,ACTOR,Makoto Suzuki (voice)
ts249912,1122086,ACTOR,Kazushi Yamagishi (voice)
ts249912,57653,ACTOR,Masataka Koyomizu (voice)
ts249912,1174523,ACTOR,Keisuke Baji (voice)
ts249912,101392,ACTOR,Haruki Hayashida (voice)
ts271380,22310,ACTOR,Odokawa (voice)
ts271380,253790,ACTOR,Shirakawa (voice)
ts271380,94292,ACTOR,Gouriki (voice)
ts271380,58215,ACTOR,Shika (voice)
ts271380,249758,ACTOR,Rui Nikaidо̄ (voice)
ts271380,1050333,ACTOR,Shiho Ichimura (voice)
ts271380,1653423,ACTOR,Yuki Mitsuya (voice)
ts271380,12405,ACTOR,Dobu (voice)
ts271380,2030011,ACTOR,Older Daimon brother
ts286257,11256,ACTOR,Fudou Aikawa (Red Gelato) (voice)
ts286257,940581,ACTOR,Desumi Magahara (Shinigami Oujo) (voice)
ts286257,381,ACTOR,Narration (voice)
ts286257,401935,ACTOR,Urami Magahara (voice)
ts286257,1394421,ACTOR,Ran Ran (voice)
ts286257,452,ACTOR,Kira Sanzugawa (voice)
ts286257,100138,ACTOR,Hayato Ojino (voice)
ts286257,836024,ACTOR,Misaki Jinguji (voice)
ts286257,3737,ACTOR,Daigo Todoroki (voice)
ts286257,57865,ACTOR,Haru Arisugawa (voice)
ts286257,11175,ACTOR,Kiki Majima (voice)
ts286257,4575,ACTOR,Kyoko Kuroyuri (voice)
ts286257,140,ACTOR,Anna Hojo (voice)
ts286257,97729,ACTOR,Professor Big Gelato (voice)
ts286257,249,ACTOR,Supreme Leader Bosslar (voice)
ts286257,35876,ACTOR,Culverin Bear (voice)
ts286257,97298,ACTOR,Hellko (voice)
ts254486,11288,ACTOR,Kyouko Hori (voice)
ts254486,12003,ACTOR,Izumi Miyamura (voice)
ts254486,730209,ACTOR,Toru Ishikawa (voice)
ts254486,1178122,ACTOR,Yuki Yoshikawa (voice)
ts254486,315,ACTOR,Kakeru Sengoku (voice)
ts254486,97298,ACTOR,Remi Ayasaki (voice)
ts254486,789335,ACTOR,Sakura Kōno (voice)
ts254486,96460,ACTOR,Shuu Iura (voice)
ts254486,395,ACTOR,Akane Yanagi (voice)
ts254486,157499,ACTOR,Kouichi Shindou (voice)
ts254486,182330,ACTOR,Makio Tanihara (voice)
ts254486,253795,ACTOR,Honoka Sawada (voice)
ts254486,132,ACTOR,Kyousuke Hori (voice)
ts254486,208,ACTOR,Yuriko Hori (voice)
ts254486,103485,ACTOR,Sōta Hori (voice)
ts254486,4575,ACTOR,Motoko Iura (voice)
ts283078,872322,ACTOR,Ard Meteor (voice)
ts283078,1938369,ACTOR,Ireena Litz de Olhyde (voice)
ts283078,1775816,ACTOR,Ginny Fin de Salvan (voice)
ts283078,97889,ACTOR,Slyphy Marheaven (voice)
ts283078,165919,ACTOR,Olivia vel Vine (voice)
ts283078,204,ACTOR,Ard Meteor (Boyhood) (voice)
ts283078,755431,ACTOR,Valvatos (voice)
ts283078,7083,ACTOR,Lydia Beginsgate (voice)
ts283078,11176,ACTOR,Veda al Hazred (voice)
ts283078,84497,ACTOR,Alvarto Exex (voice)
ts283078,36375,ACTOR,Riser Bel-phoenix (voice)
ts224077,1521706,ACTOR,Fushi (voice)
ts224077,75908,ACTOR,The Beholder (voice)
ts224077,137996,ACTOR,Hayase (voice)
ts224077,873689,ACTOR,March (voice)
ts224077,156370,ACTOR,Parona (voice)
ts224077,42363,ACTOR,Pioran (voice)
ts224077,87194,ACTOR,Gugu (boy) (voice)
ts224077,157499,ACTOR,Gugu (young man) (voice)
ts224077,106871,ACTOR,Shin (voice)
ts224077,727517,ACTOR,Rean (voice)
ts224077,730206,ACTOR,Booze man (voice)
ts224077,695034,ACTOR,Oopa (voice)
ts224077,375,ACTOR,Sandel (voice)
ts224077,109277,ACTOR,Uroy (voice)
ts224077,1228189,ACTOR,Mia (voice)
ts224077,815473,ACTOR,Tonari (voice)
ts287000,94459,ACTOR,Cetrion (voice)
ts287000,1158869,ACTOR,Arianne (voice)
ts287000,836024,ACTOR,Ponta (voice)
ts287000,275,ACTOR,Arc (voice)
ts287000,305161,ACTOR,Chiyome (voice)
ts287000,100886,ACTOR,Danka (voice)
ts287000,57656,ACTOR,Dillan (voice)
ts287000,42371,ACTOR,Glenys (voice)
ts287000,112298,ACTOR,Eevin (voice)
ts287000,250843,ACTOR,Goemon (voice)
ts287000,157548,ACTOR,Sekt (voice)
ts287000,851997,ACTOR,Dakares (voice)
ts287000,104827,ACTOR,Yuriarna (voice)
ts287000,58641,ACTOR,Domitianus (voice)
ts326566,457324,ACTOR,Leon Fou Bartfort (voice)
ts326566,836388,ACTOR,Olivia (voice)
ts326566,1158869,ACTOR,Angelica Rapha Redgrave (voice)
ts326566,140,ACTOR,Marie Fou Lafan (voice)
ts326566,12360,ACTOR,Julius Rapha Holfort (voice)
ts326566,57656,ACTOR,Jilk Fia Marmoria (voice)
ts326566,143,ACTOR,Brad Fou Field (voice)
ts326566,378,ACTOR,Chris Fia Arclight (voice)
ts326566,7440,ACTOR,Greg Fou Seberg (voice)
ts326566,58641,ACTOR,Luxion (voice)
ts254731,11998,ACTOR,Reki (voice)
ts254731,1084274,ACTOR,Langa (voice)
ts254731,157501,ACTOR,Miya (voice)
ts254731,36375,ACTOR,Shadow (voice)
ts254731,14002,ACTOR,Cherry blossom (voice)
ts254731,123804,ACTOR,Joe (voice)
ts254731,84497,ACTOR,Adam (voice)
ts253340,102209,ACTOR,Ryo Hazuki (voice)
ts253340,138,ACTOR,Lan Di (voice)
ts253340,249966,ACTOR,Shenhua (voice)
ts253340,2235346,ACTOR,Nozomi Harasaki (voice)
ts253340,99728,ACTOR,Guizhang Chen (voice)
ts314925,270999,ACTOR,Eve (voice)
ts314925,96758,ACTOR,Aoi Amawashi (voice)
ts314925,872288,ACTOR,Lily Lipman (voice)
ts314925,28172,ACTOR,Reiya Amuro (voice)
ts314925,97338,ACTOR,Leo Millafoden (voice)
ts314925,58715,ACTOR,Rose Aleon (voice)
ts314925,379,ACTOR,Ichina Saotome (voice)
ts314925,246,ACTOR,Kinue Jinguji (voice)
ts314925,106872,ACTOR,Mizuho Himekawa (voice)
ts314925,375,ACTOR,Kaeda Oikawa (voice)
ts314925,97298,ACTOR,Kaoruko Iijima (voice)
ts314925,4309,ACTOR,Amane Shinjo (voice)
ts314925,4602,ACTOR,Kuyou Iseshiba (voice)
ts314925,3984,ACTOR,Vipere (voice)
ts314925,4607,ACTOR,Haruka Misono (voice)
ts314925,142,ACTOR,Seira Amawashi (voice)
ts314925,297189,ACTOR,Klein Clara (voice)
ts285780,22310,ACTOR,Vanitas (voice)
ts285780,90689,ACTOR,Noé (voice)
ts285780,207,ACTOR,Jeanne (voice)
ts285780,654555,ACTOR,Luca (voice)
ts285780,208,ACTOR,Dominique (voice)
ts285780,3590,ACTOR,Veronica (voice)
ts285780,30768,ACTOR,Ruthven (voice)
ts285780,157548,ACTOR,Roland (voice)
ts285780,275,ACTOR,Olivier (voice)
ts285780,99813,ACTOR,Astolfo (voice)
ts285780,145,ACTOR,Chloé (voice)
ts285780,851997,ACTOR,Jean-Jacques (voice)
ts285780,58641,ACTOR,The Teacher (voice)
ts285780,592425,ACTOR,Dante (voice)
ts285780,378,ACTOR,Johann (voice)
ts285780,1852828,ACTOR,Riche (voice)
ts285780,3984,ACTOR,Naenia (voice)
ts285780,730803,ACTOR,Murr (voice)
ts271378,325404,ACTOR,Vivy (voice)
ts271378,395,ACTOR,Matsumoto (voice)
ts251033,97893,ACTOR,Hayase Nagatoro (voice)
ts251033,96460,ACTOR,"Naoto ""Senpai"" Hachioji (voice)"
ts251033,278445,ACTOR,Yoshi (voice)
ts251033,97290,ACTOR,Gamo-chan (voice)
ts251033,273724,ACTOR,Sakura (voice)
ts251033,389,ACTOR,Art Club President (voice)
ts285872,12003,ACTOR,Takt Asahina (voice)
ts285872,1162296,ACTOR,Destiny (voice)
ts285872,653165,ACTOR,Anna Schneider (voice)
ts272932,47020,ACTOR,Lugh (voice)
ts272932,35990,ACTOR,Dia (voice)
ts272932,229790,ACTOR,Tarte (voice)
ts272932,654555,ACTOR,Maha (voice)
ts272932,30768,ACTOR,Cian (voice)
ts272932,169,ACTOR,Ethilu (voice)
ts272932,106872,ACTOR,the Goddess (voice)
ts272932,160115,ACTOR,the Assassin (voice)
ts256059,22310,ACTOR,Makoto (voice)
ts256059,140,ACTOR,Tomoe (voice)
ts256059,270999,ACTOR,Mio (voice)
ts256059,130,ACTOR,Emma (voice)
ts256059,30679,ACTOR,Beren (voice)
ts256059,103486,ACTOR,Toa (voice)
ts256059,1545864,ACTOR,Rinon (voice)
ts256059,35990,ACTOR,the Goddess (voice)
ts256059,275,ACTOR,Tsukuyomi-no-Mikoto (voice)
ts256059,1408663,ACTOR,Hazal (voice)
ts256059,1192406,ACTOR,Louisa (voice)
ts256059,1573153,ACTOR,Ranina (voice)
ts256059,57416,ACTOR,Patrick Rembrandt (voice)
ts256059,160558,ACTOR,Morris (voice)
ts256059,157499,ACTOR,Lime Latte (voice)
ts256059,589639,ACTOR,Aqua (voice)
ts256059,182726,ACTOR,Eris (voice)
ts255541,861733,ACTOR,Neiru Aonuma (voice)
ts255541,1379916,ACTOR,Ai Ohto (voice)
ts255541,916478,ACTOR,Rika Kawai (voice)
ts255541,1587737,ACTOR,Momoe Sawaki (voice)
ts255541,105212,ACTOR,Acca (voice)
ts255541,127958,ACTOR,Ura-Acca (voice)
ts237485,1826211,ACTOR,Rea Katagiri (voice)
ts237485,144069,ACTOR,Rena Kitayama (voice)
ts237485,1334727,ACTOR,Shouta Doi (voice)
ts237485,3597,ACTOR,Karen Kamiya (voice)
ts237485,940559,ACTOR,Yuzuki Hanyuu (voice)
ts237485,1214191,ACTOR,Shunka Hiiragi (voice)
ts237485,971257,ACTOR,Natsu Ichijou (voice)
ts237485,253790,ACTOR,Akira Toudou (voice)
ts237485,97178,ACTOR,Chifuyu Rehn (voice)
ts237485,11254,ACTOR,Neneko Isurugi (voice)
ts237485,1178122,ACTOR,Maria Kuroda (voice)
ts237485,868594,ACTOR,Mahiru Mizuhara (voice)
ts237485,100886,ACTOR,Kyōji Hino (voice)
ts237485,991648,ACTOR,Reito Mizuhara (voice)
ts237485,183733,ACTOR,Mira Suō (voice)
ts237485,271003,ACTOR,Akane Ryuuzouji (voice)
ts237485,636410,ACTOR,Sui Yamada (voice)
ts251544,96758,ACTOR,Fena Houtman (voice)
ts251544,968953,ACTOR,Yukimaru Sanada (voice)
ts251544,138,ACTOR,Shitan (voice)
ts251544,396,ACTOR,Karin (voice)
ts251544,1206482,ACTOR,Enju (voice)
ts251544,4278,ACTOR,Kaede (voice)
ts251544,241724,ACTOR,Tsubaki (voice)
ts251544,1551979,ACTOR,Makaba (voice)
ts277386,1025032,ACTOR,Mimi Yamada (voice)
ts277386,103382,ACTOR,Masaya Hoshi (voice)
ts277386,133,ACTOR,Mirai Kakehashi (voice)
ts277386,11176,ACTOR,Nasse (voice)
ts277386,97298,ACTOR,Saki Hanakago (voice)
ts277386,22310,ACTOR,Revel (voice)
ts277386,30768,ACTOR,Nanato Mukaidou (voice)
ts277386,208,ACTOR,Baret (voice)
ts277386,90689,ACTOR,Kanade Uryuu (voice)
ts277386,86149,ACTOR,Meyza (voice)
ts277386,275,ACTOR,Hajime Sokotani (voice)
ts277386,14002,ACTOR,Balta (voice)
ts277386,182330,ACTOR,Mizukiyo Minamikawa (voice)
ts236473,291729,ACTOR,Red Blood Cell (Erythrocite) (voice)
ts236473,3590,ACTOR,White Blood Cell (Neutrophil) (voice)
ts236473,75908,ACTOR,Narrator (voice)
ts236473,97175,ACTOR,Red Blood Cell (voice)
ts236473,589639,ACTOR,White Bood Cell (Neutrophilic) (voice)
ts236473,276,ACTOR,White Bood Cell (Neutrophilic) (voice)
ts236473,892873,ACTOR,Gastric Chief Cell (voice)
ts236473,103486,ACTOR,Platelet (voice)
ts236473,302924,ACTOR,Macrophage (voice)
ts236473,317752,ACTOR,Liver Cell (voice)
ts236473,98423,ACTOR,Brain Cell (Command) (voice)
ts269030,85352,ACTOR,Rio (voice)
ts269030,104788,ACTOR,Rio (young) (voice)
ts269030,695659,ACTOR,Celia Claire (voice)
ts269030,731149,ACTOR,Aishia (voice)
ts269030,861733,ACTOR,Latifa (voice)
ts269030,741010,ACTOR,Miharu Ayase  (voice)
ts269030,1023614,ACTOR,Christina Beltram (voice)
ts269030,653165,ACTOR,Flora Beltram (voice)
ts269030,1410298,ACTOR,Roana Fontina (voice)
ts269030,12405,ACTOR,Alfred Emal (voice)
ts269030,100911,ACTOR,Charles Albor (voice)
ts269030,378,ACTOR,Reiss Vulfe (voice)
ts269030,92457,ACTOR,Liselotte Cretia (voice)
ts269030,104825,ACTOR,Sara (voice)
ts269030,868594,ACTOR,Oufia (voice)
ts269030,138986,ACTOR,Alma (voice)
ts225823,603022,ACTOR,Kabane Kusaka (voice)
ts225823,30778,ACTOR,Kohachi Inugami (voice)
ts225823,99813,ACTOR,Akira (voice)
ts225823,22310,ACTOR,Shiki Tademaru (voice)
ts237291,4278,ACTOR,Noir (voice)
ts237291,305161,ACTOR,Emma (voice)
ts237291,112298,ACTOR,Lola (voice)
ts237291,5173,ACTOR,Olivia (voice)
ts237291,270999,ACTOR,Luna (voice)
ts237291,665883,ACTOR,Alice (voice)
ts285023,1206482,ACTOR,Amou Shiiba (voice)
ts285023,603022,ACTOR,I-LeS Gai (voice)
ts285023,836388,ACTOR,Shion Shishibe (voice)
ts285023,137930,ACTOR,I-LeS Nayuta (voice)
ts285023,86694,ACTOR,I-LeS Kai (voice)
ts285023,826547,ACTOR,Gashin Tezuka (voice)
ts273441,1023615,ACTOR,Cayna (voice)
ts273441,132,ACTOR,Skargo (voice)
ts273441,3984,ACTOR,Mai-Mai (voice)
ts273441,249,ACTOR,Kartatz (voice)
ts273441,2148278,ACTOR,Kee (voice)
ts273441,1924078,ACTOR,Lytt (voice)
ts273441,101587,ACTOR,Marelle (voice)
ts273441,708096,ACTOR,Luine (voice)
ts273441,97299,ACTOR,Caerina (voice)
ts273441,1328414,ACTOR,Caerick (voice)
ts287274,1953438,ACTOR,Saybil (voice)
ts287274,969067,ACTOR,Loux Krystas (voice)
ts287274,1023614,ACTOR,Holt (voice)
ts287274,157499,ACTOR,Kudo (voice)
ts287274,235437,ACTOR,Witch (voice)
ts287274,592423,ACTOR,Mercenary (voice)
ts287274,1174523,ACTOR,Blindfolded Priest (voice)
ts287274,271003,ACTOR,Albus (voice)
ts287274,12410,ACTOR,Holdem (voice)
ts287274,727517,ACTOR,Riiri (voice)
ts268460,291729,ACTOR,Naoya Mukai (voice)
ts268460,140,ACTOR,Saki Saki (voice)
ts268460,305162,ACTOR,Nagisa Minase (voice)
ts268460,3597,ACTOR,Rika Hoshizaki (voice)
ts268460,204,ACTOR,Shino Kiryu (voice)
ts223383,135,ACTOR,Uramichi Omota (voice)
ts223383,249,ACTOR,Tobikichi Usahara (voice)
ts223383,85543,ACTOR,Mitsuo Kumatani (voice)
ts223383,85702,ACTOR,Iketeru Daga (voice)
ts223383,389,ACTOR,Utano Tadano (voice)
ts223383,94292,ACTOR,Hanbee Kikaku (voice)
ts223383,12360,ACTOR,Saito Uebu (voice)
ts223383,132,ACTOR,Matahiko Nekota (voice)
ts300001,2181586,ACTOR,Hydra (voice)
ts300001,1500144,ACTOR,Wolf Bate (voice)
ts300001,97304,ACTOR,Dr. Sadamaki (voice)
ts300001,88341,ACTOR,Megistus (voice)
ts300001,1025032,ACTOR,Touka Kuroitsu (voice)
ts300001,88343,ACTOR,Kenji Sadamaki (voice)
ts300001,3597,ACTOR,Immortal Camula (voice)
ts300001,789364,ACTOR,Cannon Thunderbird (voice)
ts300001,97298,ACTOR,Akashic (voice)
ts225650,396,ACTOR,Kumoko (voice)
