id,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts38760,tt5446578,6.9,586.0,9.49,7.1
ts78530,tt5274556,8.3,1548.0,0.632,5.0
ts78866,tt4108620,6.7,116.0,2.188,7.5
ts38791,tt5905350,7.5,980.0,14.475999999999999,7.4
ts38786,tt5903040,6.6,336.0,11.283,6.4
ts42263,tt5897818,7.3,360.0,9.347000000000001,7.0
ts38708,tt5614180,7.1,666.0,11.386,6.5
ts43487,tt5159084,6.6,427.0,9.568999999999999,7.4
ts82050,tt4219290,6.6,76.0,2.912,8.0
ts41927,tt5862798,7.2,807.0,9.298,7.2
ts41021,tt6631966,6.2,156.0,10.088,6.5
ts43871,tt4549712,7.0,907.0,5.932,6.3
ts38714,tt5617332,5.3,442.0,9.036,5.0
ts74785,tt4689276,6.5,270.0,14.027999999999999,8.9
ts56684,tt5423904,5.7,118.0,12.165999999999999,7.2
ts38790,tt5789296,7.1,483.0,8.341000000000001,5.6
ts52835,tt10484890,6.8,55.0,7.216,4.7
ts52955,nan,nan,nan,1.5290000000000001,nan
ts43892,tt4219158,5.6,109.0,3.091,5.0
ts53930,tt6738600,6.8,152.0,10.699000000000002,6.1
ts52836,tt7382936,6.6,314.0,9.462,5.7
ts47701,tt6176438,6.8,168.0,6.117000000000001,5.1
ts75926,tt11296154,6.4,37.0,6.388,8.0
ts52962,tt6344982,7.5,223.0,13.540999999999999,8.9
ts53170,nan,nan,nan,0.966,5.3
ts52872,tt6104656,6.7,315.0,16.585,7.8
ts42549,tt5648400,5.8,64.0,7.7410000000000005,7.8
ts53043,tt6355700,5.2,45.0,3.508,4.5
ts43887,tt3639872,5.9,270.0,7.925,5.9
ts58412,tt4219164,5.4,50.0,3.0189999999999997,7.0
ts36717,tt4760622,7.9,34.0,5.065,nan
ts38787,tt5683292,6.0,162.0,11.814,5.6
ts78756,tt5142364,5.7,15.0,1.805,3.0
ts37754,tt5173790,4.6,34.0,2.061,7.8
ts36690,tt4219136,6.3,132.0,17.569000000000003,4.8
ts53252,tt6354120,5.6,107.0,3.72,5.4
ts42212,tt5321682,7.5,1112.0,16.493,7.1
ts44943,tt5915166,6.2,30.0,3.79,6.5
ts43211,tt5419220,6.1,92.0,1.797,3.2
ts42317,nan,nan,nan,2.63,2.0
ts77087,tt5527048,5.5,83.0,7.619,5.3
ts52886,tt6342604,5.8,42.0,6.103,6.0
ts134515,tt5506866,5.4,27.0,2.464,6.0
ts53096,tt5603088,5.0,43.0,5.349,4.6
ts51377,nan,nan,nan,1.194,5.5
ts42365,tt12362322,6.4,15.0,3.585,nan
ts53098,nan,nan,nan,1.411,6.3
ts66513,nan,nan,nan,4.187,4.7
ts53273,tt6379606,6.3,45.0,3.0269999999999997,6.9
ts42323,tt5871330,6.8,153.0,10.62,6.5
ts78140,tt4808010,7.0,42.0,4.876,8.7
ts53069,tt6350614,6.4,40.0,3.3480000000000003,5.0
ts42350,tt5853206,6.3,146.0,3.551,5.2
ts41183,tt4219148,5.8,164.0,7.178999999999999,6.8
ts38738,tt5674066,5.0,48.0,2.98,4.4
ts39020,tt7724400,5.3,32.0,4.623,5.6
ts133840,tt5532808,6.7,70.0,5.555,3.7
ts52848,tt14202290,6.9,9.0,4.753,5.7
ts232892,tt11653472,7.6,6.0,0.6,nan
ts52957,nan,nan,nan,6.936,6.0
ts43264,tt7524974,4.6,55.0,1.994,5.0
ts341682,nan,nan,nan,0.9440000000000001,nan
ts46812,tt5494078,6.1,68.0,2.772,5.5
ts42985,nan,nan,nan,2.7430000000000003,10.0
ts53021,nan,nan,nan,1.96,7.0
ts43046,tt5354314,6.3,119.0,3.0060000000000002,7.8
ts43287,tt5513012,7.3,78.0,2.2430000000000003,2.3
ts66548,tt5829254,5.4,30.0,3.866,3.3
ts53002,tt7571676,4.6,12.0,5.709,7.0
ts38965,tt5329084,5.2,74.0,12.672,6.7
ts53540,tt6114698,7.5,34.0,11.015,6.7
ts53720,tt10245818,5.3,13.0,1.213,7.4
ts35261,tt4537404,5.5,82.0,2.878,6.5
ts42978,tt5824736,7.2,10.0,1.4,6.0
ts53089,tt5669064,5.1,29.0,6.162000000000001,6.2
ts38726,tt5674072,7.5,56.0,2.322,nan
ts57532,nan,nan,nan,3.637,9.3
ts285494,nan,nan,nan,0.6,nan
ts56647,tt5754594,6.2,96.0,3.1460000000000004,5.0
ts57067,tt14442258,5.5,9.0,4.006,7.0
ts134197,tt5527088,6.5,19.0,0.745,5.0
ts134409,tt5502130,5.3,21.0,0.7909999999999999,2.0
ts219894,nan,nan,nan,0.6,nan
ts74588,tt5650082,6.0,68.0,3.779,7.0
ts55270,tt16435810,nan,nan,2.5789999999999997,9.0
ts42981,tt5345050,6.9,274.0,5.526,6.3
ts55388,tt7621618,6.1,47.0,0.84,1.0
ts42359,nan,nan,nan,1.621,4.3
ts94758,tt8304798,7.8,14.0,nan,nan
ts42381,tt5826266,4.2,32.0,2.032,5.5
ts70564,tt5821698,3.6,60.0,4.467,4.8
ts21877,tt4219142,7.4,119.0,4.336,7.3
ts56255,tt5086972,6.9,48.0,6.297999999999999,8.0
ts46884,tt14478826,nan,nan,1.545,10.0
ts42504,tt5657836,6.8,88.0,9.625,7.6
ts53246,nan,nan,nan,4.3,nan
ts43168,tt5461834,6.5,112.0,5.32,8.0
ts220110,nan,nan,nan,5.465,6.0
ts42264,tt5335782,6.2,94.0,13.493,6.5
ts52834,nan,nan,nan,4.577,6.4
ts296797,tt7441658,8.3,19970.0,82.964,8.5
ts84141,tt8690728,7.5,7080.0,44.306000000000004,8.4
ts84230,tt9054364,8.1,9250.0,59.409,8.8
ts56104,tt6342474,6.9,19595.0,52.858000000000004,7.9
ts75516,tt7326322,7.7,2742.0,36.24,8.8
ts77768,tt7865090,7.4,9142.0,90.537,8.7
ts77726,tt7742120,8.1,1303.0,20.49,7.9
ts89413,tt6127014,6.3,39.0,4.687,4.0
ts82228,tt8673610,7.5,2206.0,25.894000000000002,8.4
ts84280,tt8993398,8.1,10400.0,60.496,8.8
ts77706,tt7836688,8.2,2152.0,17.067,7.7
ts53369,tt6185782,7.7,4077.0,105.819,8.5
ts58045,tt7263328,7.6,4681.0,40.02,8.7
ts84364,tt9054354,7.1,1147.0,20.746,8.4
ts79723,tt5514358,8.4,8478.0,28.919,8.1
ts77415,tt7814574,6.7,923.0,35.428000000000004,7.9
ts79546,tt7965802,7.8,3144.0,28.076999999999998,8.0
ts78390,tt8225204,8.0,1565.0,21.057,7.4
ts77518,tt7808344,7.7,2030.0,42.086999999999996,8.3
ts53433,tt6455986,7.6,3138.0,37.376,8.5
ts79331,tt8010544,6.7,564.0,10.879000000000001,8.0
ts82053,tt8670784,6.4,1952.0,37.368,8.2
ts77716,tt7521578,6.5,2051.0,33.773,6.7
ts78392,tt8253044,8.0,1852.0,23.176,8.3
ts53430,tt6453340,5.6,287.0,11.405,8.1
ts58032,tt7088332,6.5,1963.0,56.641000000000005,7.8
ts53365,tt6402190,6.4,2302.0,49.231,7.6
ts75838,tt7662364,7.3,1013.0,22.134,8.3
ts82074,tt8948304,6.8,454.0,14.335,7.8
ts84403,tt9085692,7.2,883.0,51.533,6.1
ts77783,tt7897050,7.1,893.0,19.328,8.6
ts57802,tt6538106,6.1,1491.0,19.666,8.6
ts75632,tt6279576,7.9,652.0,1.952,8.4
ts75755,tt7535706,6.1,97.0,8.572000000000001,7.2
ts79824,tt7978710,6.8,2272.0,55.806000000000004,8.1
ts58035,tt7136968,6.7,1021.0,23.183000000000003,8.3
ts75698,tt7407236,7.6,464.0,35.632,7.9
ts56105,tt6472710,7.7,1892.0,18.242,8.3
ts58176,tt7124066,7.2,752.0,22.412,7.6
ts79742,tt10240056,5.6,125.0,25.42,7.8
ts55811,tt6819736,7.2,709.0,24.623,8.4
ts82109,tt8515062,7.8,1176.0,24.57,8.9
ts79359,tt8303808,5.5,63.0,6.349,8.2
ts53960,tt6138612,6.4,391.0,14.353,6.7
ts55813,tt6845846,7.0,2062.0,58.867,8.7
ts84431,tt8747928,7.0,659.0,18.12,7.4
ts84415,tt9225320,6.7,486.0,35.282,7.3
ts78393,tt7899522,7.4,96.0,17.838,7.9
ts58041,tt7155052,7.3,1635.0,22.194000000000003,8.3
ts75858,tt7462702,4.9,374.0,9.289,7.9
ts57945,tt7224994,7.1,478.0,15.116,7.5
ts75770,tt7535746,7.2,211.0,10.585,7.8
ts56103,tt6783056,5.5,1318.0,24.589000000000002,5.6
ts79351,tt0287264,6.1,16.0,5.909,5.4
ts53359,tt6435350,7.4,883.0,14.924000000000001,7.7
ts80138,tt8254088,5.3,33.0,8.146,8.3
ts58030,tt7263380,6.4,226.0,14.200999999999999,7.6
ts77769,tt7712706,6.7,1699.0,22.232,8.1
ts77785,tt14563172,7.0,9.0,8.216000000000001,5.0
ts75757,tt7657580,6.9,1163.0,22.741,8.7
ts56657,tt5628740,6.0,264.0,27.846999999999998,5.9
ts77771,tt7964088,7.8,680.0,24.928,7.2
ts53363,tt7797662,4.8,137.0,11.204,5.0
ts79044,tt7725942,7.9,64.0,6.962999999999999,5.9
ts80096,tt8228732,7.7,742.0,23.24,8.6
ts82116,tt8530992,6.4,280.0,9.76,7.6
ts77787,tt7808370,6.9,815.0,12.019,7.3
ts84848,tt8994044,7.3,347.0,14.339,7.1
ts84472,tt9100954,6.7,206.0,5.031000000000001,6.1
ts84305,tt9402026,8.4,1189.0,11.395,7.2
ts75766,nan,nan,nan,12.404000000000002,7.8
ts57946,tt7163698,6.7,1365.0,21.949,8.3
ts86256,tt11038886,8.0,207.0,4.016,8.5
ts57494,tt8503628,6.7,85.0,16.927,8.0
ts58040,tt7122440,4.9,389.0,21.354,5.0
ts82223,tt9042408,5.2,254.0,13.325,4.9
ts75859,tt8941186,7.1,51.0,2.625,8.0
ts53356,tt6407994,7.1,904.0,18.402,6.6
ts77395,tt7700928,8.0,233.0,2.309,7.4
ts58044,tt6994648,7.7,102.0,7.632000000000001,8.5
ts53375,tt6562940,6.5,87.0,10.107000000000001,4.5
ts77713,tt7848474,4.7,158.0,11.532,7.3
ts79325,tt8253268,6.9,193.0,14.759,8.6
ts75856,tt7727278,6.0,206.0,10.68,6.7
ts53357,tt6422976,6.3,602.0,8.807,6.8
ts84464,tt9278360,7.8,92.0,9.34,7.7
ts83187,tt7246908,7.5,381.0,0.6,4.0
ts56112,tt6777074,6.3,712.0,11.902999999999999,6.4
ts89852,tt11629570,7.5,137.0,2.787,10.0
ts82414,tt9286928,7.1,78.0,7.207999999999999,8.3
ts75776,tt7694276,6.6,776.0,15.877,7.9
ts55801,tt7120888,5.3,174.0,13.397,7.2
ts77519,tt7829656,5.4,84.0,12.559000000000001,7.5
ts77517,tt7742090,6.0,34.0,8.526,6.8
ts77773,tt11834102,7.3,15.0,12.823,7.0
ts58357,tt13960942,7.2,12.0,2.803,8.0
ts75761,tt6931266,4.3,138.0,8.369,6.2
ts80087,tt9806640,6.1,42.0,3.13,6.7
ts75905,tt7197316,6.3,82.0,0.107,7.0
ts82039,tt8683066,6.7,158.0,9.468,6.0
ts78454,tt11100658,6.9,83.0,8.166,8.0
ts77788,tt8322496,6.3,69.0,6.098,7.7
ts84278,tt8800144,5.0,129.0,8.41,7.7
ts79352,tt10580768,6.4,167.0,8.276,7.1
ts80099,tt8278998,7.5,61.0,5.471,7.0
ts75769,tt6638842,7.2,583.0,11.838,7.1
ts58049,tt5170006,5.9,95.0,1.075,5.1
ts84552,tt9522024,6.2,38.0,12.5,7.2
ts82037,tt8836500,7.4,344.0,20.182000000000002,7.2
ts75758,tt9724088,7.3,89.0,7.919,5.7
ts82331,tt8673808,7.1,253.0,18.329,7.0
ts84395,tt10066026,7.3,189.0,14.175999999999998,6.8
ts82105,tt0115219,5.2,151.0,2.551,6.4
ts82215,tt10265146,6.5,217.0,27.153000000000002,7.9
ts77772,tt8129662,7.1,321.0,12.249,7.3
ts56243,tt6813106,4.9,68.0,2.523,7.5
ts56248,tt9642532,6.5,85.0,6.287999999999999,6.0
ts53307,nan,nan,nan,12.015,7.0
ts80091,tt12486080,7.8,45.0,13.242,8.4
ts81087,tt8390536,4.1,61.0,0.6,7.0
ts77777,tt8693220,7.1,184.0,17.865,8.6
ts56253,tt8425966,6.1,95.0,6.6770000000000005,7.5
ts84310,tt9150104,5.0,69.0,8.588,5.4
ts58031,tt7858928,5.4,115.0,8.638,8.1
ts84687,tt9646438,7.1,23.0,9.341000000000001,10.0
ts56252,tt6844136,7.0,102.0,6.4270000000000005,7.3
ts84383,nan,nan,nan,6.656000000000001,9.2
ts75774,tt7351628,6.8,537.0,9.472999999999999,8.3
ts79329,tt8253158,6.9,206.0,10.637,6.9
ts75762,tt7963070,7.0,168.0,9.715,7.5
ts84522,tt8403818,3.8,138.0,14.696,7.8
ts56242,tt7001136,6.6,167.0,6.34,8.1
ts53544,nan,nan,nan,0.867,nan
ts56318,tt6754410,5.2,28.0,1.064,5.7
ts84577,tt9182894,5.9,19.0,6.147,8.0
ts53289,tt6401396,7.1,448.0,21.519000000000002,7.1
ts77820,nan,nan,nan,5.699,6.7
ts82274,tt8400662,6.2,122.0,14.838,7.1
ts82129,tt8189276,5.9,116.0,4.441,4.8
ts82038,tt8113938,7.1,141.0,6.859,7.0
ts77697,tt7954970,7.3,334.0,9.453,7.9
ts58143,tt9728264,6.4,100.0,3.208,7.8
ts58054,tt9728290,5.9,43.0,3.26,6.8
ts75861,tt7545002,5.0,33.0,1.5590000000000002,4.0
ts75867,tt11628636,3.4,11.0,6.92,9.0
ts77748,tt0994558,6.6,102.0,2.6519999999999997,7.5
ts80083,tt9162914,7.2,42.0,7.622999999999999,5.0
ts58039,tt7418688,6.4,75.0,3.033,5.3
ts87037,tt7879496,7.9,338.0,14.835612,9.0
ts81286,nan,nan,nan,5.778601999999999,6.0
ts84277,tt9085330,6.4,136.0,3.888,4.6
ts216581,tt11957580,nan,nan,5.172000000000001,nan
ts56247,nan,nan,nan,4.684,7.3
ts82107,tt8646234,6.3,350.0,6.047999999999999,7.3
ts53305,tt6813314,5.7,143.0,6.776,6.1
ts53371,tt14853154,nan,nan,2.7739999999999996,6.0
ts80095,nan,nan,nan,7.234,6.8
ts77419,tt7814540,6.0,95.0,5.961,5.1
ts53373,tt7908372,6.5,77.0,19.121,6.3
ts80089,tt6511342,4.7,9.0,3.372,5.0
ts82386,tt8385224,5.1,72.0,11.772,6.5
ts77446,tt7829962,6.5,108.0,5.459,7.4
ts84401,tt8993614,6.1,163.0,10.659,8.4
ts80894,tt8774888,6.7,123.0,3.2,5.0
ts53372,tt6401430,3.1,185.0,13.014000000000001,5.6
ts75763,tt7918846,5.9,100.0,3.287,7.0
ts80093,tt8278692,5.8,95.0,4.838,6.4
ts53304,tt11471422,4.0,7.0,4.147,4.7
ts55761,tt6735466,6.8,190.0,14.887,7.9
ts58036,tt12510204,7.0,31.0,4.246,7.4
ts53366,tt7361794,5.7,8.0,3.159,8.5
ts67979,tt14350906,8.4,7.0,0.6,nan
ts58405,tt7013036,2.9,19.0,2.924,6.0
ts86157,tt9557050,7.3,11.0,0.6,9.0
ts56326,tt13104352,7.0,14.0,5.138,7.0
ts74900,nan,nan,nan,1.74,6.0
ts53358,tt6543300,6.3,50.0,6.447,5.0
ts82024,tt8574388,6.9,27.0,5.1610000000000005,9.0
ts84491,tt13067512,5.2,33.0,12.66,8.0
ts53431,tt6478640,5.8,18.0,4.484,7.0
ts75868,nan,nan,nan,3.695,6.6
ts58051,tt6477282,6.4,34.0,8.952,8.0
ts81981,tt8231064,6.0,15.0,2.79,4.0
ts77786,tt8271972,6.1,125.0,19.654,6.8
ts93084,tt9060280,nan,nan,1.946,nan
ts56250,tt6424452,7.1,207.0,4.283,7.6
ts76023,nan,nan,nan,4.516,5.5
ts56491,nan,nan,nan,4.053,6.0
ts89806,tt8947808,4.2,11.0,0.637,nan
ts80101,tt12209234,nan,nan,15.981,10.0
ts75863,tt7351734,5.6,38.0,2.7689999999999997,6.7
ts56246,tt10863968,nan,nan,13.415,3.3
ts80088,tt13469436,6.5,11.0,5.192,10.0
ts53380,nan,nan,nan,1.6130000000000002,5.0
ts84366,tt9074304,8.0,80.0,3.1830000000000003,5.3
ts84063,tt10662504,6.2,28.0,5.239,5.6
ts83571,nan,nan,nan,0.6,6.0
ts84363,nan,nan,nan,1.192,nan
ts89954,tt17507922,nan,nan,1.465,nan
ts80077,tt8631252,6.2,53.0,6.4239999999999995,7.3
ts84333,tt7179032,5.0,24.0,1.814,6.3
ts56260,nan,nan,nan,2.0140000000000002,6.0
ts58050,nan,nan,nan,1.28,8.0
ts56322,tt14038042,nan,nan,2.82,nan
ts83598,tt8489330,7.3,103.0,2.26,7.5
ts53374,tt11662748,7.9,21.0,8.713,4.0
ts84237,tt9214568,6.4,12.0,5.627000000000001,10.0
ts84965,tt8755254,6.1,45.0,8.167,6.9
ts80080,tt12017010,nan,nan,2.036,6.3
ts77779,tt14343590,nan,nan,2.972,5.5
ts57808,tt9735448,5.3,19.0,7.172000000000001,8.3
ts113733,tt8010870,nan,nan,nan,nan
ts82036,tt8773498,5.6,16.0,5.156000000000001,5.6
ts53364,tt6436436,6.4,40.0,9.951,6.0
ts78563,tt7847678,6.2,7.0,3.603,nan
ts84520,nan,nan,nan,2.211,6.3
ts87466,tt9335498,8.7,88265.0,131.109,8.8
ts222852,tt12343534,8.6,48949.0,303.199,8.5
ts84631,tt9529546,8.1,11743.0,141.627,8.9
ts84657,tt15807064,8.5,10391.0,141.256,8.8
ts89550,tt9307686,7.6,6329.0,34.173,8.7
ts87563,tt9679542,8.2,17546.0,12.457,8.7
ts84633,tt8788458,8.4,34730.0,56.8,8.9
ts224068,tt12432936,7.3,2949.0,50.92100000000001,8.6
ts224165,tt12057106,7.7,5237.0,35.911,8.6
ts232804,tt11645760,7.0,547.0,52.211999999999996,7.5
ts89560,tt10479420,8.3,3091.0,31.88,9.0
ts87564,tt10431290,7.1,2573.0,13.919,8.7
ts217704,tt10885406,7.9,899.0,70.244,8.6
ts217722,tt11034066,7.6,1416.0,56.515,8.9
ts225828,nan,nan,nan,132.773,8.5
ts225545,tt12227418,7.3,5920.0,53.717,8.4
ts226373,tt12831098,8.0,2214.0,36.916,8.2
ts84640,tt9817980,6.8,2950.0,33.047,8.5
ts225079,tt12464182,6.9,1399.0,66.808,8.4
ts88363,tt9826344,6.3,1331.0,52.833,8.7
ts216555,tt10635210,6.9,686.0,34.279,8.1
ts87375,tt9828724,6.8,2120.0,59.861000000000004,8.3
ts222729,tt16116146,7.8,6.0,87.025,8.8
ts223380,tt11428630,7.5,1474.0,29.469,7.5
ts221078,tt11328872,6.6,871.0,19.678,8.1
ts237364,nan,nan,nan,68.223,7.6
ts255407,tt11858104,8.0,810.0,67.456,8.2
ts86186,tt9584920,7.7,4299.0,62.226000000000006,8.8
ts186408,tt10320398,8.2,1473.0,18.424,8.4
ts220153,tt11418324,6.3,1080.0,40.102,8.4
ts87471,tt11405390,7.3,2284.0,16.528,7.9
ts221923,nan,nan,nan,25.502,7.4
ts102805,tt9525238,7.3,683.0,1.099979,8.1
ts90314,tt10443344,5.1,402.0,24.919,5.7
ts223258,tt11988478,6.8,1311.0,19.123,8.2
ts86176,tt9522316,7.7,687.0,13.636,8.1
ts219171,nan,nan,nan,26.395,8.7
ts213189,tt10431262,5.2,693.0,5.522,6.4
ts216707,nan,nan,nan,10.923,6.6
ts89551,tt10362632,7.0,767.0,11.762,7.9
ts87763,tt7945066,7.3,1535.0,7.4079999999999995,7.5
ts225675,tt12885610,7.0,1392.0,32.147,8.7
ts222505,tt11821792,7.3,759.0,32.051,8.0
ts225134,tt11886236,6.3,447.0,40.593,7.1
ts88954,tt9883676,7.0,902.0,28.066,8.7
ts217527,tt10980934,5.6,269.0,13.520999999999999,7.9
ts255255,nan,nan,nan,8.342,7.5
ts231077,tt11448214,7.3,4831.0,nan,nan
ts220224,nan,nan,nan,22.441,8.8
ts88669,tt9826402,6.4,188.0,20.82,7.7
ts88985,tt9828696,6.4,639.0,23.495,7.9
ts222382,tt12457334,7.0,782.0,11.790999999999999,7.4
ts218885,tt11428586,7.5,821.0,0.6,7.5
ts225854,tt12706854,6.5,754.0,22.604,7.1
ts240634,tt12331342,7.4,1743.0,nan,nan
ts224189,nan,nan,nan,14.328,8.4
ts237411,nan,nan,nan,25.539,8.2
ts236553,nan,nan,nan,23.228,8.3
ts86387,nan,nan,nan,11.120999999999999,6.8
ts225641,nan,nan,nan,30.351,7.7
ts224204,nan,nan,nan,21.22,8.7
ts85668,tt9458372,6.4,407.0,14.062999999999999,7.1
ts236728,tt12694572,6.2,117.0,9.488999999999999,6.2
ts251702,nan,nan,nan,3.2260000000000004,10.0
ts255514,tt13243836,8.3,1381.0,10.619000000000002,8.8
ts236537,tt12642654,7.1,763.0,32.994,8.4
ts222891,nan,nan,nan,20.34,8.4
ts224648,tt12312004,6.1,424.0,17.006,6.9
ts89562,tt10431310,6.3,359.0,28.391,7.9
ts251363,nan,nan,nan,6.59,5.0
ts225665,tt12605636,7.1,441.0,23.279,8.4
ts219078,tt10937602,7.3,570.0,47.928000000000004,8.5
ts187246,tt10256918,6.9,419.0,18.369,7.5
ts89552,tt10443362,6.7,774.0,7.169,7.8
ts90371,tt12899130,7.8,62.0,4.977,7.5
ts216695,tt10671282,6.2,703.0,21.046,5.6
ts221718,tt12728882,7.2,475.0,10.211,6.8
ts90312,tt10347622,6.9,572.0,14.591,7.6
ts223236,tt11428682,6.6,271.0,26.255,8.8
ts251712,tt12803708,4.3,111.0,10.066,4.8
ts222812,tt11299538,7.4,772.0,25.088,7.8
ts224909,tt12100946,6.0,38.0,29.325,7.0
ts286384,tt12792684,7.3,134.0,20.0,5.7
ts90309,tt10427920,6.2,327.0,27.648000000000003,8.1
ts221850,tt11480896,6.9,176.0,3.0789999999999997,6.4
ts87003,tt12887816,nan,nan,0.6,nan
ts84641,tt8731478,6.4,158.0,9.264,6.5
ts226464,tt12080774,6.7,65.0,4.2669999999999995,5.3
ts236900,tt12767982,6.0,186.0,16.087,7.5
ts89554,tt10427926,6.1,543.0,32.421,8.4
ts223219,tt12448470,5.4,290.0,50.147,6.1
ts88978,tt10147790,7.3,61.0,15.17,8.7
ts86890,tt9573854,6.9,301.0,29.465999999999998,7.9
ts88982,tt9883346,6.9,683.0,25.698,8.7
ts222360,tt11295582,5.9,361.0,11.694,6.4
ts217583,nan,nan,nan,12.408,7.1
ts88999,tt9193770,6.9,707.0,19.083,7.0
ts224775,tt12117218,7.3,1605.0,8.845,6.9
ts236710,tt12094170,7.0,47.0,3.938,7.0
ts86183,tt9622614,6.7,307.0,13.975,8.3
ts88446,tt8096510,6.9,292.0,8.976,7.0
ts88981,tt10044772,5.1,78.0,5.976,6.3
ts87468,tt10022916,6.7,202.0,10.203,6.9
ts86700,nan,nan,nan,0.752,9.0
ts88998,tt11764320,5.5,28.0,11.447000000000001,6.7
ts217605,tt11405408,6.7,197.0,7.0920000000000005,4.3
ts217594,tt10718334,nan,nan,2.949,6.7
ts249933,tt12706364,5.3,41.0,1.6,6.2
ts89212,tt13549930,5.0,17.0,4.092,6.3
ts87519,tt9828562,7.1,384.0,16.087,8.8
ts217479,tt11587812,6.4,50.0,6.621,7.5
ts217703,nan,nan,nan,17.737000000000002,7.6
ts88971,tt9828800,7.0,343.0,10.940999999999999,7.5
ts84638,tt9575040,6.2,73.0,4.635,9.7
ts88996,tt9883660,5.7,19.0,13.532,nan
ts89991,nan,nan,nan,4.461,6.0
ts84968,tt9314454,6.8,45.0,6.772,6.7
ts221689,tt11743782,6.8,55.0,9.082,6.2
ts89577,tt13799316,6.0,7.0,6.565,6.0
ts221663,nan,nan,nan,1.298,7.0
ts223490,tt12156162,5.0,15.0,5.109,3.0
ts89557,tt10395126,6.5,51.0,11.265999999999998,8.0
ts242952,tt12350092,4.2,172.0,nan,nan
ts221309,tt12024510,6.6,43.0,8.012,7.0
ts253367,tt13041826,7.0,42.0,4.422,6.5
ts85646,tt10223702,7.3,191.0,8.454,9.0
ts254167,tt13109788,5.4,15.0,1.749,6.5
ts84652,tt9567240,5.9,149.0,10.845999999999998,5.9
ts221300,tt11296252,6.3,73.0,7.93,6.6
ts222695,tt11742122,7.2,245.0,10.632,6.9
ts86181,tt9585568,5.5,51.0,9.08,8.0
ts84635,tt12052708,6.7,9.0,2.487,7.0
ts223648,tt11708996,7.7,32.0,12.216,10.0
ts88987,tt9836798,5.4,40.0,7.653,8.0
ts216452,tt10545652,5.6,65.0,13.602,5.6
ts88341,nan,nan,nan,3.5239999999999996,8.5
ts215898,nan,nan,nan,1.3219999999999998,5.3
ts217603,tt13004300,6.1,19.0,4.346,6.2
ts223789,tt13752200,nan,nan,1.96,7.0
ts218633,tt10675070,6.0,31.0,7.739,9.0
ts89211,tt10696020,5.6,16.0,18.969,6.4
ts84653,tt9520752,4.4,19.0,3.5189999999999997,5.0
ts84992,tt9553076,5.7,51.0,5.386,5.8
ts86184,tt9510780,7.0,102.0,7.627999999999999,6.7
ts223253,tt13049890,6.8,17.0,4.386,5.9
ts236400,tt12675742,5.6,20.0,5.306,8.0
ts268585,nan,nan,nan,1.054,nan
ts86178,nan,nan,nan,1.015,5.5
ts236963,tt12768008,8.1,63.0,9.728,5.7
ts250796,tt12584900,5.7,50.0,19.449,9.0
ts283022,tt13706018,9.0,5847.0,1199.38,8.8
ts86068,tt9359796,6.1,2247.0,159.841,7.4
ts265144,tt13409432,8.7,6884.0,70.60300000000001,8.1
ts286543,tt15765670,8.2,4718.0,162.414,8.4
ts227439,nan,nan,nan,38.191,7.8
ts249912,tt13196080,8.2,13520.0,140.597,8.6
ts271380,tt14134550,8.5,3129.0,14.681,8.8
ts286257,nan,nan,nan,122.712,6.3
ts254486,nan,nan,nan,74.281,8.7
ts283078,tt15447890,7.0,161.0,178.024,6.7
ts224077,tt12063450,8.6,6471.0,43.158,8.3
ts287000,nan,nan,nan,154.69299999999998,7.2
ts326566,nan,nan,nan,103.825,6.4
ts254731,nan,nan,nan,44.095,8.9
ts253340,tt13035210,nan,nan,11.955,9.3
ts314925,tt15789088,6.4,21.0,40.006,nan
ts285780,tt14641098,7.6,1445.0,56.87,8.4
ts271378,tt13851958,8.1,2804.0,1.4,8.4
ts251033,tt12635162,7.3,2843.0,39.382,8.3
ts285872,tt14935960,6.9,1461.0,44.692,6.5
ts272932,nan,nan,nan,76.301,7.4
ts256059,nan,nan,nan,36.687,8.3
ts255541,nan,nan,nan,25.611,7.0
ts237485,tt13411814,5.9,804.0,164.12099999999998,6.2
ts257700,tt13293588,8.4,8436.0,nan,nan
ts251544,tt12779780,7.1,668.0,19.739,8.0
ts277386,tt13676300,6.2,1375.0,79.592,8.2
ts236473,tt12150836,7.5,452.0,22.252,8.4
ts269030,nan,nan,nan,43.818000000000005,8.2
ts225823,nan,nan,nan,51.224,8.1
ts237291,nan,nan,nan,38.955999999999996,8.1
ts285023,tt15128210,6.0,50.0,32.411,7.0
ts289859,tt14187728,7.0,581.0,nan,nan
ts273441,nan,nan,nan,21.951,6.7
ts287274,nan,nan,nan,166.796,5.4
ts268460,nan,nan,nan,32.772,7.4
ts223383,nan,nan,nan,20.46,7.6
ts318255,tt15792808,7.6,220.0,nan,nan
ts300001,tt15582924,6.5,81.0,24.237,7.0
ts225650,nan,nan,nan,45.692,8.3
ts254340,tt14979604,4.1,151.0,23.98,4.0
ts286865,tt14489160,6.6,27.0,18.952,7.0
ts311031,tt15400650,7.4,72.0,26.656999999999996,9.0
ts314633,nan,nan,nan,39.967,5.5
ts286936,nan,nan,nan,35.5,7.0
ts306260,nan,nan,nan,62.163000000000004,5.5
ts225122,tt14414836,6.4,670.0,28.675,8.1
ts235591,nan,nan,nan,1.4,7.4
