id,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts44317,tt0437719,7.9,2468.0,5.447,8.1
ts31990,tt0473578,6.9,79.0,15.924000000000001,7.4
ts30146,tt2096097,7.1,3453.0,33.079,7.8
ts26428,tt1196094,6.9,1629.0,13.423,8.1
ts32450,tt0466352,6.9,9.0,48.027,8.5
ts12816,tt1409383,7.6,271.0,14.338,7.5
ts35960,tt0809815,6.9,1246.0,20.378,7.8
ts16399,tt1515996,7.5,1482.0,64.389,6.7
ts19187,tt1276525,7.9,52.0,10.273,6.5
ts21539,tt5340982,6.9,26.0,11.341,7.5
tm176185,tt0485323,7.3,11384.0,26.064,7.3
ts30449,tt11689880,8.0,43.0,6.199,6.6
ts25765,tt1209393,7.3,5172.0,16.465,8.4
ts32519,tt1441577,6.8,217.0,14.283,7.4
ts33980,tt1587394,8.0,2702.0,20.162,8.4
ts177522,tt1216223,7.0,169.0,6.761,8.0
ts1152,tt0466413,7.7,257.0,6.851,5.5
ts41553,tt0426711,8.3,1225.0,16.257,7.4
ts22020,tt1133480,7.3,169.0,16.396,7.6
ts33072,tt0434694,7.1,1403.0,4.546,8.0
ts24483,tt2152368,8.1,1912.0,79.53399999999999,8.2
ts9686,tt1639471,7.1,556.0,17.826,6.6
ts21852,tt0988935,7.2,369.0,11.757,7.9
ts29956,tt1899022,7.3,987.0,15.66,7.1
ts16771,tt0996695,7.7,629.0,27.026999999999997,8.5
ts27189,tt1210339,7.7,1649.0,32.126,6.8
ts26444,tt1506339,7.8,1304.0,10.62,8.1
ts30502,tt1738090,7.6,441.0,9.979,6.7
ts24467,tt1490066,7.0,312.0,3.884,5.1
ts80216,nan,nan,nan,10.65,7.6
ts42557,tt0478838,7.8,1227.0,12.509,7.5
ts53132,tt0372650,7.3,485.0,3.197,6.3
ts28698,tt1608924,7.6,487.0,5.6579999999999995,6.9
ts6355,nan,nan,nan,7.252999999999999,5.4
ts36530,tt1411817,7.3,241.0,13.674000000000001,7.0
ts26931,tt1161657,6.0,141.0,5.327000000000001,6.7
ts31511,tt10236760,7.2,380.0,4.706,7.7
ts2718,tt0297536,6.9,107.0,2.407,7.6
ts11645,tt0978531,5.9,200.0,7.145,7.6
ts39260,tt0479783,7.7,434.0,34.433,7.7
ts27114,tt1209386,8.1,1664.0,6.943,7.9
ts39338,tt1116638,6.6,44.0,1.121,7.0
ts35033,tt1234601,6.6,130.0,9.692,7.3
ts56437,tt0472436,7.7,5431.0,10.312000000000001,7.2
ts23830,tt2334330,7.3,69.0,5.699,7.0
ts60873,tt0816387,7.5,356.0,14.133,7.1
ts57877,nan,nan,nan,2.54,7.0
ts5606,tt0977907,8.4,255.0,32.001,8.4
ts33495,tt1515986,6.0,23.0,1.425,nan
ts47460,tt0389633,6.9,119.0,11.093,7.3
ts26155,tt1161697,7.2,483.0,9.524,6.6
ts78793,nan,nan,nan,0.6,nan
ts30503,tt1815065,7.1,83.0,9.408,7.2
ts25824,tt1515987,6.7,76.0,8.357999999999999,4.3
ts24421,tt1343645,7.2,717.0,12.261,6.8
ts41034,nan,nan,nan,9.386000000000001,5.5
ts41111,tt1409059,7.3,127.0,0.6890000000000001,4.5
ts24469,tt1409064,7.2,105.0,5.051,6.7
ts72541,tt1262009,7.9,45.0,3.0039999999999996,6.0
ts83895,tt0451991,7.7,5431.0,0.6,5.0
ts24532,tt0366848,6.9,1173.0,9.271,8.2
ts34617,tt1132215,6.0,276.0,7.284,6.5
ts30496,tt1729627,6.1,176.0,5.551,6.3
ts63557,tt2296350,5.6,9.0,3.0439999999999996,8.0
ts33241,tt0429462,7.3,204.0,3.7239999999999998,6.0
ts11581,tt1019037,6.1,453.0,4.425,6.9
ts25464,tt1197448,6.5,71.0,6.3839999999999995,nan
ts25680,tt1216050,6.6,263.0,10.184,7.4
ts35062,tt2359708,6.6,31.0,18.9,6.8
ts4142,tt0959544,6.8,298.0,6.524,7.4
ts47193,tt2107575,7.6,73.0,4.797,6.5
ts44050,tt0398533,6.3,570.0,11.437000000000001,7.2
ts55248,tt0758422,7.0,111.0,5.225,8.0
ts12740,tt1424033,6.9,538.0,7.506,6.9
ts37736,nan,nan,nan,0.682,6.3
ts57758,tt1118543,7.5,57.0,3.9210000000000003,5.0
ts32189,tt0434723,6.2,133.0,7.437,5.5
ts32848,tt1148224,5.2,53.0,5.571000000000001,5.0
ts26720,tt1277981,6.6,63.0,3.943,8.0
ts57008,tt0291343,5.6,206.0,1.7919999999999998,2.0
ts45590,tt1172149,6.5,60.0,4.69,6.0
ts85831,tt1281341,7.0,171.0,1.766,nan
ts40788,tt1376370,6.7,155.0,5.662000000000001,8.0
ts23568,tt1356884,6.3,103.0,7.992999999999999,4.8
ts30037,tt4746220,5.2,14.0,2.194,nan
ts9567,tt1515976,5.8,370.0,6.5329999999999995,7.7
ts31545,tt2001705,6.6,43.0,0.81,3.5
ts43417,tt1224487,6.6,107.0,9.524,4.0
ts34154,tt1145380,6.5,337.0,3.092,5.6
ts178815,tt1636704,7.0,27.0,nan,nan
ts73071,tt14895298,nan,nan,0.6,nan
ts3358,tt0463281,6.8,161.0,8.298,10.0
ts23150,tt1463155,5.6,45.0,2.335,3.3
ts38342,tt0983967,6.7,108.0,3.486,5.5
ts25979,tt1301842,6.9,70.0,6.433,7.5
ts45825,tt0857298,7.4,52.0,2.8739999999999997,nan
ts30252,nan,nan,nan,1.3730000000000002,2.0
ts23469,tt4993822,7.3,69.0,4.118,6.7
ts29705,nan,nan,nan,3.7569999999999997,6.3
ts29888,tt1568632,7.0,241.0,7.388999999999999,7.5
ts9999,nan,nan,nan,0.6,nan
ts60066,tt0996255,6.0,47.0,1.4,5.7
ts4514,tt1684707,6.6,14.0,2.12,7.0
ts17411,nan,nan,nan,4.4030000000000005,7.8
ts15147,tt1215996,6.7,246.0,4.957,6.3
ts27188,tt1216123,6.3,65.0,2.307,7.5
ts55976,tt1914829,7.2,216.0,5.452999999999999,6.8
ts43162,tt0441824,7.2,145.0,4.665,8.9
ts189307,tt0997406,7.4,53.0,0.6,nan
ts64924,nan,nan,nan,1.96,nan
ts23504,nan,nan,nan,1.256,6.5
ts27409,tt3221274,8.3,71.0,5.737,7.5
ts27245,tt1311112,6.1,27.0,2.657,7.0
ts23918,nan,nan,nan,1.3940000000000001,nan
ts17078,tt0983951,6.6,34.0,4.38,6.0
ts28370,tt0880283,5.2,21.0,3.591,nan
ts186502,tt1073234,7.4,38.0,0.68,nan
ts38184,tt0298677,6.7,60.0,15.761,10.0
ts26242,nan,nan,nan,2.346,4.0
ts184925,tt1139539,5.0,10.0,1.926,2.0
ts34883,tt1055696,4.1,18.0,1.396,nan
ts80610,tt1300172,6.6,286.0,1.4,3.0
ts32835,tt2098220,9.0,87857.0,117.92399999999999,8.8
ts20433,tt2365202,8.4,20165.0,79.88600000000001,8.8
ts22244,tt1910272,8.8,57356.0,23.285999999999998,8.5
ts20429,tt2250192,7.6,43727.0,73.783,8.3
ts34087,tt1773185,8.3,9055.0,17.086,8.2
ts22232,tt2069441,7.6,16767.0,28.204,7.8
ts28014,tt2176165,7.6,14222.0,53.898,8.6
ts33772,tt2098308,8.3,2742.0,1.4,8.5
ts11151,tt2051178,8.2,12568.0,40.567,8.1
ts9246,tt1799631,7.5,12741.0,44.755,8.1
ts26933,tt2309320,8.0,3057.0,27.805,8.0
ts7708,tt1913273,8.2,12682.0,27.728,8.6
ts27586,tt2425098,7.8,3899.0,20.767,8.6
ts39133,tt2340841,7.8,4677.0,27.803,8.3
ts76614,tt2230761,6.1,108.0,3.3310000000000004,6.0
ts22249,tt2348803,8.3,8052.0,51.824,8.7
ts26929,tt2309302,7.3,3845.0,26.134,8.6
ts27050,tt2377452,7.0,2316.0,29.38,7.2
ts26925,tt2177954,8.1,276.0,10.739,7.7
ts11779,tt2339875,7.1,2093.0,17.344,8.1
ts32360,tt2061551,8.3,3234.0,10.796,8.2
ts11257,tt2150751,8.1,1255.0,20.836,8.3
ts518,tt1882240,7.5,1995.0,22.444000000000003,8.4
ts15793,tt2180883,7.8,2294.0,24.935,8.1
ts27094,tt2564106,6.5,271.0,10.33,8.3
ts26560,tt2267446,8.2,460.0,17.03,8.4
ts21213,tt2363624,5.0,900.0,21.874000000000002,6.9
ts14234,tt2549176,5.8,119.0,31.998,6.3
ts26691,tt2294048,7.5,1377.0,20.430999999999997,8.1
ts33799,nan,nan,nan,1.919,6.0
ts7872,tt2250160,6.8,1227.0,21.065,8.4
ts20670,tt1899047,7.2,519.0,34.385,7.0
ts20997,nan,nan,nan,50.02,7.8
ts8677,tt1856932,6.7,235.0,8.599,9.3
ts27922,tt2301807,7.2,887.0,52.735,6.5
ts34293,tt2785038,7.5,616.0,22.704,8.0
ts11511,tt2291137,7.5,32.0,2.323,10.0
ts12173,tt2250100,6.4,446.0,8.197000000000001,7.0
ts10585,tt2176249,6.5,387.0,6.649,7.9
ts34924,tt1820941,7.7,695.0,5.88,6.8
ts35044,tt1908018,6.3,174.0,4.707,6.2
ts28083,tt2178501,7.7,2598.0,1.706,7.5
ts17235,nan,nan,nan,1.2790000000000001,6.2
ts44764,tt15660128,7.5,101.0,11.046,6.7
ts26590,tt2390066,6.3,102.0,14.032,6.5
ts26766,tt2305660,6.5,127.0,6.827000000000001,5.3
ts35086,nan,nan,nan,3.8560000000000003,8.2
ts33973,tt1909586,7.6,365.0,15.498,7.5
ts36568,nan,nan,nan,17.215999999999998,8.2
ts26895,tt2293824,6.6,171.0,6.676,7.3
ts26817,tt3498252,6.6,531.0,4.824,5.3
ts34953,tt13842070,5.1,9.0,15.109000000000002,6.7
ts4204,tt1868402,5.9,153.0,8.109,5.6
ts32606,tt2074028,6.7,124.0,7.228,7.3
ts27839,tt2266688,6.8,25.0,2.222,2.0
ts4773,tt4563516,6.5,33.0,0.6679999999999999,6.0
ts53007,tt7698428,7.1,32.0,4.922,nan
ts26576,nan,nan,nan,3.3310000000000004,6.7
ts32870,tt5879522,7.0,8.0,3.56,8.0
ts12574,tt2293882,5.7,38.0,2.039,7.3
ts30007,tt2629754,6.7,51.0,7.025,6.2
ts18755,tt5599232,6.4,71.0,6.367999999999999,9.0
ts1118,tt3207686,4.8,15.0,4.851,1.0
ts33166,tt16419390,7.2,73.0,5.505,8.5
ts45074,nan,nan,nan,2.95,8.5
ts27564,tt3237816,5.7,26.0,5.327000000000001,3.0
ts27727,tt6163360,6.3,57.0,4.395,3.0
ts27861,tt14874074,8.8,5.0,5.278,8.0
ts34548,tt13219090,5.8,8.0,2.147,4.0
ts27610,nan,nan,nan,0.6,2.0
ts27514,nan,nan,nan,1.4709999999999999,4.0
ts39184,tt2255264,6.6,91.0,1.4709999999999999,5.3
ts27568,nan,nan,nan,0.6,nan
ts20682,tt2560140,9.0,325381.0,139.388,8.6
ts20112,tt3398540,8.8,22163.0,101.052,8.8
ts20202,tt3741634,7.8,49551.0,100.954,8.5
ts20249,tt3895150,8.5,25293.0,45.086999999999996,8.9
ts20250,tt3358020,8.3,34870.0,49.144,8.5
ts44387,tt2703720,8.0,6359.0,37.474000000000004,8.4
ts34950,tt3114390,7.9,13372.0,20.572,8.4
ts34193,tt2622982,7.6,6535.0,45.87,7.5
ts20014,tt3124992,7.8,2115.0,59.673,8.2
ts22386,tt3066242,7.4,6.0,31.011,8.0
ts33329,tt2575684,6.9,3022.0,85.50299999999999,8.7
ts20683,tt2942218,7.6,4095.0,17.399,8.0
ts41161,tt3225270,7.9,14764.0,36.265,8.5
ts20225,tt3957196,8.0,3827.0,30.963,8.7
ts18865,tt2902582,6.8,2432.0,23.855,8.1
ts20252,tt3989670,6.9,2153.0,27.785,7.3
ts22426,tt3874528,7.1,3273.0,55.055,7.8
ts35487,tt3592708,7.5,4558.0,36.721,8.7
ts4696,tt3621796,8.0,7604.0,61.915,8.0
ts35492,tt3115338,7.4,3307.0,18.089000000000002,8.5
ts224178,nan,nan,nan,13.767000000000001,8.0
ts33718,tt2904418,7.4,3013.0,21.148000000000003,8.5
ts32818,tt2552230,7.0,599.0,8.499,8.0
ts20201,tt3950102,7.5,809.0,20.39,7.8
ts20709,tt2942228,7.7,808.0,44.31100000000001,7.4
ts20240,tt2789238,7.0,1617.0,34.211,7.4
ts33317,tt2632044,7.3,1635.0,15.993,7.4
ts44298,tt3114358,7.8,977.0,16.707,7.5
ts20226,tt3909210,7.1,899.0,25.865,7.2
ts56820,tt3981902,6.8,229.0,10.918,8.0
ts20219,tt3894916,6.4,1130.0,26.585,7.4
ts20807,tt3105422,8.2,1111.0,51.352,8.1
ts20778,tt3590222,7.4,821.0,12.9,7.6
ts44098,tt6444610,7.0,6.0,15.008,6.6
ts37196,tt3213642,7.4,251.0,25.311,6.9
ts22417,tt3448272,7.1,534.0,4.0169999999999995,6.6
ts20227,tt3761892,6.3,201.0,4.698,7.8
ts33694,tt2552240,6.4,632.0,20.072,5.6
ts36927,tt2904426,6.1,352.0,20.921999999999997,7.1
ts32231,tt2781848,6.5,125.0,2.0469999999999997,5.0
ts20063,tt3544556,7.2,2188.0,13.585,7.9
ts33840,tt3104236,7.3,1152.0,29.64,7.4
ts20306,tt3588306,5.5,51.0,7.246,8.9
ts20206,tt3792116,7.4,1322.0,14.036,6.7
ts34755,tt2959370,6.8,224.0,5.904,7.0
ts23262,tt3517010,7.0,294.0,10.302,7.4
ts20222,tt4045510,6.7,779.0,28.955,7.6
ts22348,tt3519238,6.5,151.0,5.113,4.5
ts43922,tt3341534,6.8,417.0,12.994000000000002,8.4
ts55080,tt4744926,7.2,430.0,6.766,6.8
ts32776,tt2575690,7.2,822.0,16.488,7.7
ts56862,tt4008500,7.4,409.0,14.727,7.4
ts20312,tt3563898,6.7,953.0,6.225,7.4
ts20015,tt3954260,6.5,397.0,11.929,6.1
ts22423,tt3658070,6.0,125.0,3.358,3.3
ts33902,tt2909936,7.7,357.0,26.701999999999998,6.4
ts79726,tt2575708,7.2,266.0,1.579,8.0
ts32800,tt3111906,7.1,715.0,12.604000000000001,7.0
ts55113,tt2942224,7.3,340.0,6.15,6.0
ts20212,tt3404370,7.0,331.0,9.695,7.3
ts32201,tt2552262,6.9,532.0,8.22,6.1
ts44217,tt2904686,6.9,169.0,2.835,6.4
ts58384,tt3105434,7.7,37.0,29.963,8.0
ts57972,tt3358452,5.6,129.0,13.011,5.0
ts6358,tt3909838,6.5,124.0,5.495,6.2
ts77637,tt2904596,7.0,263.0,16.927,6.8
ts534,tt3639836,5.8,360.0,9.902000000000001,4.4
ts21362,tt3432310,6.0,109.0,3.111,5.3
ts20073,tt3761860,7.4,123.0,7.511,8.8
ts17721,tt2595474,6.9,108.0,15.693,6.4
ts33243,tt3104096,6.2,79.0,22.785,8.3
ts20018,tt3741446,6.4,458.0,23.699,6.1
ts20091,tt3774756,7.0,80.0,3.767,8.9
ts20075,tt3985242,6.3,199.0,7.697,7.6
ts44018,tt4015266,7.0,462.0,11.655999999999999,6.2
ts77866,tt3198674,5.9,67.0,5.114,4.3
ts12341,tt2781830,6.2,138.0,12.34,6.5
ts34195,tt3247574,7.1,16.0,0.6,10.0
ts9710,tt3104246,7.2,298.0,13.460999999999999,8.2
ts20265,tt3519246,6.0,218.0,4.382,7.4
ts58504,tt3196320,7.4,101.0,5.436,7.5
ts57334,tt3411198,6.6,58.0,7.813,8.5
ts85663,tt4046254,5.5,74.0,5.191,6.2
ts12823,tt2703706,6.7,111.0,6.233,5.5
ts22429,tt6943204,6.9,58.0,13.083,7.2
ts78887,tt2904420,6.4,126.0,2.884,6.4
ts54083,tt2575728,5.6,60.0,11.999,7.0
ts79069,tt3196730,7.0,112.0,4.127,7.3
ts41612,tt3590246,8.1,84.0,2.52,8.2
ts80797,tt3774766,6.7,69.0,10.912,7.9
ts127426,tt6163962,5.7,19.0,4.382,6.0
ts55904,tt3639864,5.1,159.0,7.6979999999999995,6.0
ts33037,tt5819432,5.0,15.0,2.395,5.3
ts33283,tt2552188,6.8,169.0,7.006,5.5
ts75865,tt3199306,6.6,85.0,14.273,7.3
ts78868,nan,nan,nan,0.716,10.0
ts33520,tt2595478,6.9,89.0,6.797000000000001,6.3
ts19223,tt0496193,6.5,48.0,0.6,nan
ts55288,tt6516482,5.4,12.0,4.066,6.6
ts34970,nan,nan,nan,1.287,nan
ts23080,tt3804720,4.9,43.0,2.7939999999999996,4.3
ts80652,tt3644300,7.3,16.0,0.914,nan
ts23081,tt3644244,5.8,42.0,1.4,6.0
ts33517,tt2596090,4.9,52.0,9.61,5.5
ts43934,nan,nan,nan,1.7269999999999999,nan
ts44167,tt3358442,6.7,103.0,4.056,7.3
ts56788,tt3121602,5.8,40.0,6.098,5.0
ts34796,tt2942188,6.7,39.0,1.501,nan
ts58393,tt3975526,5.4,53.0,1.4,4.7
ts57287,nan,nan,nan,2.72,nan
ts35014,tt2703716,6.6,53.0,3.721,nan
ts20067,tt3886492,3.8,31.0,4.728,8.0
ts326146,nan,nan,nan,1.96,nan
ts37539,tt4508902,8.7,148386.0,132.79399999999998,8.4
ts38725,tt5626028,7.8,268.0,59.083,8.8
ts35201,tt0417325,8.2,9651.0,27.516,8.6
ts35573,tt4644488,8.4,28567.0,423.65,8.2
ts39013,tt5897304,8.6,26853.0,50.056000000000004,8.5
ts38785,tt5847454,6.8,5711.0,30.219,7.6
ts21984,tt3837246,8.0,13325.0,60.715,8.6
ts38712,tt5556656,7.2,5326.0,31.873,6.7
ts44928,tt5370118,7.8,9987.0,65.348,8.7
ts41257,tt5607616,8.1,17113.0,66.80199999999999,7.8
ts35578,tt4728568,7.5,7461.0,6.474,7.4
ts37899,tt4869896,7.7,8723.0,50.358000000000004,8.6
ts42169,tt5249462,8.5,42699.0,21.820999999999998,8.7
ts47734,tt6112556,8.4,7792.0,16.177,8.8
ts42256,tt5679720,7.8,5470.0,43.839,8.4
ts38116,tt5344382,7.9,1623.0,7.837999999999999,7.0
ts35275,tt4379632,7.2,2077.0,40.736,7.0
ts36073,tt4958610,6.9,1843.0,34.05,6.9
ts41489,tt12882132,6.8,169.0,28.943,6.8
ts42043,tt6074794,8.4,2586.0,19.401,8.0
ts41487,tt5839706,7.7,3703.0,14.539000000000001,7.8
ts35577,tt5240222,7.0,1911.0,23.148000000000003,7.3
ts38756,tt5637108,7.1,819.0,34.567,8.7
ts35457,tt4616700,7.8,1655.0,33.41,8.7
ts55531,tt3612626,7.0,1141.0,19.629,6.5
ts36812,tt4906830,7.2,2132.0,93.669,8.1
ts38707,tt5603356,6.4,380.0,15.064,7.3
ts41846,tt5839732,7.7,3317.0,20.218,8.1
ts42211,tt5321046,6.2,738.0,17.827,8.1
ts35988,tt4542568,7.8,2758.0,19.214000000000002,7.8
ts53038,tt6153026,5.6,188.0,25.879,6.0
ts43171,tt4129452,7.7,510.0,1.1015700000000002,7.5
ts35459,tt4384306,7.9,1068.0,17.435,8.1
ts41280,tt6100248,7.1,691.0,12.749,6.2
ts32669,tt6410184,6.0,206.0,17.647000000000002,8.2
ts42124,tt7929950,7.9,4513.0,22.93,7.5
ts38724,tt5621006,7.2,639.0,17.505,7.4
ts42629,tt5346952,6.1,725.0,16.047,7.2
ts42102,tt5643030,6.4,1104.0,14.915,6.3
ts51384,tt6220550,6.7,807.0,23.029,6.9
ts55377,tt5236254,6.4,379.0,20.133,8.3
ts35355,tt2218540,6.9,11.0,6.643,6.4
ts51387,tt5879454,6.6,1159.0,21.42,8.7
ts38748,tt5686870,4.7,324.0,7.771,6.1
ts43073,tt5419278,6.9,33.0,11.482999999999999,8.1
ts42206,tt7243824,6.0,71.0,14.071,5.8
ts55543,nan,nan,nan,4.515,6.3
ts38723,tt5095466,6.8,2026.0,43.108000000000004,8.0
ts38720,tt5225712,7.0,1414.0,12.600999999999999,8.0
ts42262,tt5853222,7.2,629.0,18.192,7.0
ts53042,tt6362756,5.2,99.0,2.714,7.3
ts42980,tt5375996,5.9,161.0,6.6610000000000005,7.2
ts35466,tt4623042,7.3,2026.0,31.33,8.7
ts52888,tt6300838,7.1,138.0,10.418,7.0
ts51381,tt6135350,6.4,267.0,4.003,5.2
ts43465,tt4216878,6.3,1413.0,12.057,8.1
ts35329,tt4670988,7.7,1027.0,70.145,7.9
ts51395,tt6114326,6.9,88.0,10.312000000000001,9.0
ts53030,tt6114684,7.3,61.0,5.606,7.4
ts53008,tt8424906,6.7,56.0,5.22,7.1
ts53528,tt6050174,6.7,236.0,13.019,7.0
ts53192,tt6135388,7.3,310.0,5.872000000000001,6.3
ts42251,tt5271506,6.4,1003.0,12.407,6.8
ts39022,tt6765658,8.2,170.0,4.075,9.0
ts39025,tt5679248,5.4,488.0,11.402999999999999,7.8
ts57185,tt4838372,7.5,397.0,52.982,7.3
ts38789,tt5839698,7.1,283.0,12.597999999999999,7.4
ts42160,tt5861670,6.8,814.0,26.781999999999996,7.4
ts58057,nan,nan,nan,7.129,6.5
ts53435,tt11697282,7.6,160.0,8.07,6.0
